Frequency,Phrase
2,the secretary of state
2,for junction 10 of
2,in a
2,step in
2,to step
2,are environmentally
2,120 db
2,to a
2,noise above
2,loss of
2,additional details the current
2,details the current
2,housing crisis
2,the uk
2,one planet development policy
2,their place
2,place of
2,of origin
2,museum act
2,planet development policy
2,one planet development
2,legislation in
2,development policy
2,the garden
2,reduce traffic
2,details we
2,traffic congestion
2,we believe
2,believe the
2,the proposals
2,we need
2,the public
2,of rhs
2,additional details we
2,details we believe
2,over the counter
2,we believe the
2,a new
2,and cyclists
2,additional details we believe
2,details we believe the
2,reduce traffic congestion
2,additional details we believe the
2,are environmentally friendly
2,reliance on the grid
2,and sustainable
2,in order to
2,one of
2,mandatory sign up
2,their use
2,one of the
2,the government should review
2,payments and
2,government should review the
2,accept contactless
2,fished in
2,fish and
2,government should review
2,charging points
2,should review the
2,should review
2,review the
2,environment agency
2,the uks
2,the government should review the
2,order to
2,marine protected
2,protected areas
2,is the
2,mandatory sign
2,the broads
2,up to
2,marine protected areas
1,policy and scottish crofting
1,development policy and scottish
1,and scottish crofting commission
1,crofting commission are helping
1,those allowed by the welsh
1,scottish crofting commission are
1,like those allowed by the
1,planet development policy and
1,allowed by the welsh one
1,dwellings like those allowed by
1,sustainable dwellings like those allowed
1,both of these issues
1,commission are helping to
1,and sustainable dwellings like those
1,reduce both of these
1,are helping to reduce
1,impact and sustainable dwellings like
1,low impact and sustainable dwellings
1,helping to reduce both
1,to reduce both of
1,welsh one planet development
1,for low impact and sustainable
1,movement for low impact and
1,the movement for low impact
1,formal objections from
1,those allowed by the
1,the welsh one planet
1,like those allowed
1,policy and scottish
1,development policy and
1,welsh one planet
1,the welsh one
1,by the welsh
1,allowed by the
1,those allowed by
1,dwellings like those
1,scottish crofting commission
1,sustainable dwellings like
1,and sustainable dwellings
1,for low impact
1,movement for low
1,the movement for
1,these issues
1,of these
1,and scottish crofting
1,crofting commission are
1,by the welsh one
1,for low impact and
1,allowed by the welsh
1,the welsh one planet development
1,like those allowed by
1,dwellings like those allowed
1,sustainable dwellings like those
1,and sustainable dwellings like
1,impact and sustainable dwellings
1,movement for low impact
1,commission are helping
1,the movement for low
1,of these issues
1,both of these
1,reduce both of
1,to reduce both
1,helping to reduce
1,are helping to
1,by the welsh one planet
1,and scottish crofting commission are
1,welsh one planet development policy
1,to build low
1,materials ultimately resulting
1,sustainable materials ultimately
1,with sustainable materials
1,dwellings with sustainable
1,impact dwellings with
1,low impact dwellings
1,build low impact
1,economy now at risk by
1,resulting in environmental
1,now at risk by these
1,difficult to build
1,it difficult to
1,makes it difficult
1,england makes it
1,in england makes
1,legislation in england
1,ultimately resulting in
1,in environmental damage
1,one planet development policy and
1,outdated legislation in england
1,to build low impact
1,difficult to build low
1,it difficult to build
1,makes it difficult to
1,england makes it difficult
1,in england makes it
1,legislation in england makes
1,current outdated legislation in
1,environmental damage and
1,the current outdated legislation
1,the housing crisis
1,of the housing
1,potentiation of the
1,a potentiation of
1,and a potentiation
1,damage and a
1,outdated legislation in
1,current outdated legislation
1,the current outdated
1,helping to reduce both of
1,it difficult
1,makes it
1,england makes
1,outdated legislation
1,current outdated
1,reduce both of these issues
1,to reduce both of these
1,are helping to reduce both
1,the housing
1,commission are helping to reduce
1,crofting commission are helping to
1,scottish crofting commission are helping
1,reduce both
1,policy and scottish crofting commission
1,development policy and scottish crofting
1,planet development policy and scottish
1,difficult to
1,to build
1,build low
1,impact dwellings
1,potentiation of
1,a potentiation
1,at risk by these plans
1,am concerned
1,and a
1,concerned that
1,damage and
1,environmental damage
1,in environmental
1,resulting in
1,ultimately resulting
1,materials ultimately
1,sustainable materials
1,with sustainable
1,dwellings with
1,both of
1,the welsh
1,to reduce
1,the crofting legislation
1,has been done with
1,this has been done
1,legislation in scotland
1,project appears
1,appears to
1,to have
1,crofting legislation in
1,and the crofting
1,helping to
1,have been
1,wales and the
1,been obtained
1,obtained on
1,on a
1,a false
1,in wales and
1,been done with the
1,done with the one
1,with the one planet
1,the one planet development
1,the one planet development policy
1,with the one planet development
1,done with the one planet
1,been done with the one
1,has been done with the
1,this has been done with
1,crofting legislation in scotland
1,the crofting legislation in
1,and the crofting legislation
1,wales and the crofting
1,in wales and the
1,policy in wales and
1,development policy in wales
1,planet development policy in
1,the project
1,policy in wales
1,false prospectus
1,development policy in
1,followed in
1,permitting decision
1,decision with
1,the one
1,done with
1,been done
1,has been
1,this has
1,with formal
1,formal objections
1,less impact on the environment
1,with less impact on the
1,live with less impact on
1,people live with less impact
1,letting people live with less
1,thus letting people live with
1,the permitting
1,not followed
1,prospectus and
1,process not
1,and due
1,the one planet
1,with the one
1,done with the
1,been done with
1,has been done
1,this has been
1,in scotland
1,due process
1,crofting legislation
1,the crofting
1,and the
1,wales and
1,in wales
1,policy in
1,one planet development policy in
1,for the
1,planet development policy in wales
1,are both problems facing us
1,climate crisis are both problems
1,worsening climate crisis are both
1,and worsening climate crisis are
1,crisis and worsening climate crisis
1,housing crisis and worsening climate
1,current housing crisis and worsening
1,the current housing crisis and
1,details the current housing crisis
1,additional details the current housing
1,problems facing us currently
1,both problems facing us
1,are both problems facing
1,crisis are both problems
1,climate crisis are both
1,worsening climate crisis are
1,crisis are both problems facing
1,both problems facing us currently
1,crisis and worsening climate
1,the movement
1,are helping
1,commission are
1,crofting commission
1,scottish crofting
1,and scottish
1,policy and
1,welsh one
1,low impact dwellings with
1,allowed by
1,those allowed
1,like those
1,dwellings like
1,sustainable dwellings
1,for low
1,movement for
1,and worsening climate crisis
1,housing crisis and worsening
1,development policy in wales and
1,facing us
1,both problems
1,are both
1,crisis are
1,climate crisis
1,worsening climate
1,and worsening
1,crisis and
1,lottery funding
1,current housing
1,funding for
1,the crofting legislation in scotland
1,and the crofting legislation in
1,wales and the crofting legislation
1,in wales and the crofting
1,policy in wales and the
1,problems facing
1,us currently
1,current housing crisis and
1,heritage lottery
1,the current housing crisis
1,details the current housing
1,the heritage
1,facing us currently
1,problems facing us
1,both problems facing
1,are both problems
1,crisis are both
1,climate crisis are
1,worsening climate crisis
1,and worsening climate
1,crisis and worsening
1,housing crisis and
1,current housing crisis
1,the current housing
1,build low impact dwellings
1,broads economy now at risk
1,impact dwellings with sustainable
1,need a temporary one
1,pedestrians and cyclists to
1,allow pedestrians and cyclists
1,to allow pedestrians and
1,one to allow pedestrians
1,temporary one to allow
1,a temporary one to
1,be worth over
1,we need a temporary
1,over £100 million
1,and we need a
1,one and we need
1,new one and we
1,a new one and
1,build a new one
1,or build a new
1,worth over £100
1,and cyclists to get
1,cyclists to get across
1,we need the government to
1,need the government to step
1,a new one and we
1,build a new one and
1,or build a new one
1,bridge or build a new
1,is said to
1,said to be
1,to be worth
1,the bridge or build a
1,fix the bridge or build
1,a fix the bridge or
1,in a fix the bridge
1,step in a fix the
1,to step in a fix
1,government to step in a
1,the government to step in
1,bridge or build a
1,the bridge or build
1,dwellings with sustainable materials
1,at risk by
1,to allow pedestrians
1,one to allow
1,temporary one to
1,a temporary one
1,need a temporary
1,we need a
1,and we need
1,one and we
1,£100 million to
1,new one and
1,a new one
1,build a new
1,risk by these
1,or build a
1,bridge or build
1,the bridge or
1,allow pedestrians and
1,pedestrians and cyclists
1,and cyclists to
1,cyclists to get
1,fix the bridge or
1,million to the
1,to the broads
1,a fix the bridge
1,in a fix the
1,the broads economy
1,broads economy now
1,step in a fix
1,economy now at
1,to step in a
1,government to step in
1,the government to step
1,need the government to
1,we need the government
1,now at risk
1,new one and we need
1,one and we need a
1,and we need a temporary
1,cant get to
1,their schools easily
1,to their schools
1,be worth
1,worth over
1,over £100
1,£100 million
1,get to their
1,children cant get
1,we need a temporary one
1,school children cant
1,details school children
1,additional details school
1,peoples journeys
1,on peoples
1,mins on
1,60 mins
1,schools easily either
1,easily either side
1,either side now
1,side now workers
1,details school children cant
1,additional details school children
1,on peoples journeys
1,mins on peoples
1,60 mins on
1,30 60 mins
1,additional 30 60
1,an additional 30
1,its an additional
1,across its an
1,get across its
1,unable to get
1,are unable to
1,workers are unable
1,now workers are
1,30 60
1,additional 30
1,an additional
1,get to
1,children cant
1,school children
1,these plans
1,additional details angling
1,details angling is
1,details school
1,and cyclists to get across
1,angling is said
1,pedestrians and cyclists to get
1,allow pedestrians and cyclists to
1,to allow pedestrians and cyclists
1,one to allow pedestrians and
1,temporary one to allow pedestrians
1,a temporary one to allow
1,need a temporary one to
1,cant get
1,their schools
1,million to
1,schools easily
1,broads economy
1,economy now
1,now at
1,at risk
1,its an
1,across its
1,risk by
1,by these
1,unable to
1,are unable
1,workers are
1,now workers
1,side now
1,either side
1,easily either
1,fix the bridge
1,a fix the
1,in a fix
1,bridge is
1,to be worth over £100
1,as vehicles
1,pedestrians as
1,to pedestrians
1,shut to
1,now shut
1,is now
1,hammersmith bridge
1,cyclists its impacting
1,potentiation of the housing crisis
1,a potentiation of the housing
1,and a potentiation of the
1,damage and a potentiation of
1,environmental damage and a potentiation
1,in environmental damage and a
1,resulting in environmental damage and
1,said to be worth over
1,vehicles and
1,is said to be worth
1,cyclists its
1,vehicles and cyclists
1,as vehicles and
1,well as vehicles
1,angling is said to be
1,pedestrians as well
1,to pedestrians as
1,shut to pedestrians
1,now shut to
1,is now shut
1,bridge is now
1,hammersmith bridge is
1,many lives
1,on many
1,impacting on
1,its impacting
1,be worth over £100 million
1,ultimately resulting in environmental damage
1,materials ultimately resulting in environmental
1,of the housing crisis
1,£100 million to the broads
1,a potentiation of the
1,and a potentiation of
1,million to the broads economy
1,to the broads economy now
1,damage and a potentiation
1,environmental damage and a
1,in environmental damage and
1,the broads economy now at
1,more easily thus letting people
1,resulting in environmental damage
1,ultimately resulting in environmental
1,materials ultimately resulting in
1,sustainable materials ultimately resulting
1,with sustainable materials ultimately
1,potentiation of the housing
1,the current outdated legislation in
1,sustainable materials ultimately resulting in
1,over £100 million to the
1,with sustainable materials ultimately resulting
1,dwellings with sustainable materials ultimately
1,impact dwellings with sustainable materials
1,low impact dwellings with sustainable
1,build low impact dwellings with
1,to build low impact dwellings
1,difficult to build low impact
1,it difficult to build low
1,makes it difficult to build
1,england makes it difficult to
1,in england makes it difficult
1,legislation in england makes it
1,outdated legislation in england makes
1,current outdated legislation in england
1,worth over £100 million to
1,and cyclists its
1,its impacting on
1,step in a
1,to be worth over
1,bridge or
1,the bridge
1,angling is said to
1,fix the
1,a fix
1,is said to be
1,said to be worth
1,government to
1,impacting on many
1,be worth over £100
1,worth over £100 million
1,over £100 million to
1,£100 million to the
1,need the
1,million to the broads
1,its impacting on many lives
1,or build
1,build a
1,new one
1,one and
1,by these plans
1,government to step
1,the government to
1,need the government
1,we need the
1,additional details angling is
1,details angling is said
1,cyclists to
1,pedestrians and
1,allow pedestrians
1,one to
1,temporary one
1,a temporary
1,need a
1,and we
1,cyclists its impacting on many
1,and cyclists its impacting on
1,vehicles and cyclists its impacting
1,as vehicles and cyclists
1,economy now at risk
1,now at risk by
1,at risk by these
1,risk by these plans
1,additional details angling is said
1,details angling is said to
1,as well as vehicles
1,pedestrians as well as
1,to pedestrians as well
1,shut to pedestrians as
1,now shut to pedestrians
1,is now shut to
1,bridge is now shut
1,hammersmith bridge is now
1,on many lives
1,well as vehicles and
1,vehicles and cyclists its
1,as vehicles and cyclists its
1,and cyclists its impacting
1,to the broads economy
1,well as vehicles and cyclists
1,as well as vehicles and
1,pedestrians as well as vehicles
1,to pedestrians as well as
1,shut to pedestrians as well
1,now shut to pedestrians as
1,is now shut to pedestrians
1,the broads economy now
1,bridge is now shut to
1,hammersmith bridge is now shut
1,impacting on many lives
1,its impacting on many
1,cyclists its impacting on
1,broads economy now at
1,easily thus letting people live
1,homes to be built in
1,objections from
1,september 2020
1,250 year old
1,the 250 year
1,for hs2
1,way for
1,make way
1,to make
1,2020 to
1,in september
1,to have been
1,for the project
1,down in
1,cut down
1,be cut
1,the project appears
1,is due
1,project appears to
1,year old cubbington
1,old cubbington pear
1,funding for the
1,pear tree in
1,is due to
1,and is due
1,country and is
1,the country and
1,in the country
1,largest in the
1,2nd largest in
1,the heritage lottery
1,the 2nd largest
1,heritage lottery funding
1,lottery funding for
1,is the 2nd
1,warwickshire is the
1,in warwickshire is
1,tree in warwickshire
1,appears to have
1,country and
1,potentially breached along with saffas
1,to protect enhance and improve
1,protect spawning fish and areas
1,fisheries protect spawning fish and
1,freshwater fisheries protect spawning fish
1,improve freshwater fisheries protect spawning
1,and improve freshwater fisheries protect
1,enhance and improve freshwater fisheries
1,protect enhance and improve freshwater
1,ea to protect enhance and
1,the country
1,the ea to protect enhance
1,on the ea to protect
1,requirement on the ea to
1,saffas requirement on the ea
1,with saffas requirement on the
1,along with saffas requirement on
1,prospectus and due
1,spawning fish and areas where
1,fish and areas where fish
1,and areas where fish spawn
1,the 250
1,have been obtained
1,been obtained on
1,largest in
1,2nd largest
1,the 2nd
1,warwickshire is
1,in warwickshire
1,tree in
1,obtained on a
1,on a false
1,a false prospectus
1,false prospectus and
1,old cubbington
1,year old
1,250 year
1,that the heritage
1,concerned that the
1,due to be
1,250 year old cubbington pear
1,warwickshire is the 2nd largest
1,in warwickshire is the 2nd
1,tree in warwickshire is the
1,pear tree in warwickshire is
1,cubbington pear tree in warwickshire
1,old cubbington pear tree in
1,year old cubbington pear tree
1,the 250 year old cubbington
1,to be cut
1,make way for hs2
1,to make way for
1,2020 to make way
1,september 2020 to make
1,in september 2020 to
1,down in september 2020
1,cut down in september
1,is the 2nd largest in
1,the 2nd largest in the
1,2nd largest in the country
1,fisheries protect
1,freshwater fisheries
1,2020 to make way for
1,september 2020 to make way
1,in september 2020 to make
1,down in september 2020 to
1,cut down in september 2020
1,be cut down in september
1,to be cut down in
1,due to be cut down
1,is due to be cut
1,and is due to be
1,country and is due to
1,the country and is due
1,in the country and is
1,largest in the country and
1,be cut down in
1,to be cut down
1,due to be cut
1,fish spawn
1,old cubbington pear tree
1,year old cubbington pear
1,i am concerned
1,am concerned that
1,250 year old cubbington
1,the 250 year old
1,way for hs2
1,make way for
1,to make way
1,2020 to make
1,september 2020 to
1,in september 2020
1,down in september
1,cut down in
1,be cut down
1,cubbington pear tree in
1,where fish
1,is due to be
1,areas where
1,and is due to
1,country and is due
1,the country and is
1,in the country and
1,largest in the country
1,2nd largest in the
1,the 2nd largest in
1,is the 2nd largest
1,protect spawning
1,spawning fish
1,and areas
1,warwickshire is the 2nd
1,in warwickshire is the
1,tree in warwickshire is
1,pear tree in warwickshire
1,breached along with saffas requirement
1,requirements potentially breached along with
1,and improve
1,to have been obtained
1,prospectus and due process
1,false prospectus and due
1,a false prospectus and
1,on a false prospectus
1,obtained on a false
1,been obtained on a
1,have been obtained on
1,appears to have been
1,concerned that the heritage
1,project appears to have
1,the project appears to
1,for the project appears
1,funding for the project
1,lottery funding for the
1,heritage lottery funding for
1,the heritage lottery funding
1,and due process not
1,decision with formal
1,permitting decision with
1,due process not followed
1,from environment agency fisheries
1,objections from environment agency
1,not followed in
1,formal objections from environment
1,followed in the
1,with formal objections from
1,in the permitting
1,the permitting decision
1,decision with formal objections
1,permitting decision with formal
1,the permitting decision with
1,in the permitting decision
1,followed in the permitting
1,not followed in the
1,process not followed in
1,that the heritage lottery
1,am concerned that the
1,directive requirements potentially breached along
1,water framework directive
1,with saffas requirement
1,along with saffas
1,breached along with
1,potentially breached along
1,requirements potentially breached
1,directive requirements potentially
1,framework directive requirements
1,and water framework
1,i am concerned that
1,disregarded and water
1,seemingly disregarded and
1,experts seemingly disregarded
1,fisheries experts seemingly
1,agency fisheries experts
1,environment agency fisheries
1,from environment agency
1,saffas requirement on
1,requirement on the
1,with formal objections
1,on the ea
1,where fish spawn
1,areas where fish
1,and areas where
1,fish and areas
1,spawning fish and
1,protect spawning fish
1,fisheries protect spawning
1,freshwater fisheries protect
1,improve freshwater fisheries
1,and improve freshwater
1,enhance and improve
1,protect enhance and
1,to protect enhance
1,ea to protect
1,the ea to
1,environment agency fisheries experts
1,agency fisheries experts seemingly
1,fisheries experts seemingly disregarded
1,obtained on a false prospectus
1,process not followed in the
1,due process not followed in
1,and due process not followed
1,prospectus and due process not
1,false prospectus and due process
1,a false prospectus and due
1,on a false prospectus and
1,been obtained on a false
1,experts seemingly disregarded and
1,have been obtained on a
1,to have been obtained on
1,appears to have been obtained
1,project appears to have been
1,the project appears to have
1,for the project appears to
1,funding for the project appears
1,not followed in the permitting
1,followed in the permitting decision
1,in the permitting decision with
1,the permitting decision with formal
1,framework directive requirements potentially breached
1,water framework directive requirements potentially
1,and water framework directive requirements
1,disregarded and water framework directive
1,seemingly disregarded and water framework
1,experts seemingly disregarded and water
1,fisheries experts seemingly disregarded and
1,agency fisheries experts seemingly disregarded
1,environment agency fisheries experts seemingly
1,from environment agency fisheries experts
1,objections from environment agency fisheries
1,formal objections from environment agency
1,with formal objections from environment
1,decision with formal objections from
1,permitting decision with formal objections
1,lottery funding for the project
1,heritage lottery funding for the
1,the heritage lottery funding for
1,to protect enhance and
1,the ea to protect
1,on the ea to
1,requirement on the ea
1,saffas requirement on the
1,with saffas requirement on
1,along with saffas requirement
1,breached along with saffas
1,potentially breached along with
1,requirements potentially breached along
1,directive requirements potentially breached
1,framework directive requirements potentially
1,water framework directive requirements
1,and water framework directive
1,disregarded and water framework
1,seemingly disregarded and water
1,ea to protect enhance
1,protect enhance and improve
1,and due process
1,enhance and improve freshwater
1,that the heritage lottery funding
1,concerned that the heritage lottery
1,am concerned that the heritage
1,i am concerned that the
1,areas where fish spawn
1,and areas where fish
1,due process not
1,fish and areas where
1,spawning fish and areas
1,process not followed
1,protect spawning fish and
1,fisheries protect spawning fish
1,freshwater fisheries protect spawning
1,improve freshwater fisheries protect
1,and improve freshwater fisheries
1,improve freshwater
1,to make way for hs2
1,england more easily thus letting
1,save the cubbington pear tree
1,friendly low
1,for environmentally
1,allow for
1,along with
1,laws to
1,planning laws
1,update planning
1,to save the cubbington pear
1,it to national media and
1,support to save the cubbington
1,public support to save the
1,is public support to save
1,there is public support to
1,and there is public support
1,media and there is public
1,national media and there is
1,breached along
1,children cant get to
1,sustainable homes
1,be built
1,laws to allow
1,planning laws to
1,update planning laws
1,impact on
1,less impact
1,with less
1,live with
1,people live
1,letting people
1,thus letting
1,easily thus
1,more easily
1,england more
1,potentially breached
1,built in
1,to national media and there
1,made it to national media
1,the cubbington
1,and there is
1,save the cubbington
1,to save the
1,support to save
1,with saffas
1,public support to
1,is public support
1,there is public
1,media and there
1,has made it to national
1,national media and
1,to national media
1,saffas requirement
1,it to national
1,made it to
1,has made it
1,story has made
1,the cubbington pear
1,the story has made
1,story has made it
1,has made it to
1,story has made it to
1,the story has made it
1,the cubbington pear tree
1,save the cubbington pear
1,to save the cubbington
1,support to save the
1,public support to save
1,is public support to
1,there is public support
1,and there is public
1,media and there is
1,national media and there
1,to national media and
1,it to national media
1,made it to national
1,to allow for
1,allow for environmentally
1,for environmentally friendly
1,and water
1,planning laws to allow for
1,update planning laws to allow
1,impact on the environment
1,seemingly disregarded
1,less impact on the
1,with less impact on
1,disregarded and
1,live with less impact
1,environmentally friendly low
1,people live with less
1,letting people live with
1,thus letting people live
1,easily thus letting people
1,more easily thus letting
1,england more easily thus
1,in england more easily
1,laws to allow for environmentally
1,experts seemingly
1,fisheries experts
1,to allow for environmentally friendly
1,from environment
1,in england more easily thus
1,built in england more easily
1,be built in england more
1,to be built in england
1,objections from environment
1,sustainable homes to be built
1,agency fisheries
1,and sustainable homes to be
1,impact and sustainable homes to
1,low impact and sustainable homes
1,friendly low impact and sustainable
1,environmentally friendly low impact and
1,for environmentally friendly low impact
1,allow for environmentally friendly low
1,built in england more
1,be built in england
1,to be built in
1,with less impact
1,people live with
1,letting people live
1,thus letting people
1,easily thus letting
1,more easily thus
1,england more easily
1,in england more
1,built in england
1,be built in
1,to be built
1,homes to be
1,sustainable homes to
1,and sustainable homes
1,requirements potentially
1,friendly low impact
1,live with less
1,less impact on
1,homes to be built
1,impact on the
1,sustainable homes to be
1,and sustainable homes to
1,impact and sustainable homes
1,water framework
1,friendly low impact and
1,environmentally friendly low impact
1,for environmentally friendly low
1,allow for environmentally friendly
1,to allow for environmentally
1,framework directive
1,laws to allow for
1,planning laws to allow
1,update planning laws to
1,on the environment
1,directive requirements
1,the story has
1,save the
1,in 2015
1,the railway or
1,the tree can
1,if the tree
1,see if the
1,least see if
1,at least see
1,or at least
1,railway or at
1,reroute the railway
1,the tree
1,routes way
1,the routes
1,out of
1,moved out
1,safely moved
1,be safely
1,protect enhance
1,tree can be
1,can be safely
1,be safely moved
1,ea to
1,the tree can be
1,if the tree can
1,see if the tree
1,least see if the
1,at least see if
1,or at least see
1,railway or at least
1,the railway or at
1,reroute the railway or
1,the routes way
1,of the routes
1,out of the
1,moved out of
1,safely moved out
1,the ea
1,tree can
1,if the
1,support to
1,2015 it was
1,in 2015 it was
1,of the year
1,‘tree of the
1,englands ‘tree of
1,voted englands ‘tree
1,was voted englands
1,it was voted
1,in 2015 it
1,see if
1,the year
1,‘tree of
1,englands ‘tree
1,voted englands
1,was voted
1,it was
1,2015 it
1,enhance and
1,2015 it was voted
1,it was voted englands
1,was voted englands ‘tree
1,least see
1,at least
1,or at
1,railway or
1,the railway
1,reroute the
1,englands ‘tree of the year
1,voted englands ‘tree of the
1,was voted englands ‘tree of
1,it was voted englands ‘tree
1,2015 it was voted englands
1,in 2015 it was voted
1,‘tree of the year
1,englands ‘tree of the
1,voted englands ‘tree of
1,tree can be safely
1,can be safely moved
1,be safely moved out
1,and is a tree
1,is part of our heritage
1,this is part of our
1,details this is part of
1,additional details this is part
1,tree of national importance
1,a tree of national
1,is a tree of
1,heritage and is a
1,safely moved out of
1,our heritage and is
1,of our heritage and
1,part of our heritage
1,is part of our
1,this is part of
1,details this is part
1,additional details this is
1,part of our heritage and
1,of our heritage and is
1,our heritage and is a
1,heritage and is a tree
1,public support
1,is public
1,and there
1,media and
1,national media
1,to national
1,it to
1,made it
1,has made
1,requirement on
1,story has
1,the story
1,a tree of national importance
1,is a tree of national
1,and is a tree of
1,of national importance
1,tree of national
1,a tree of
1,moved out of the routes
1,be safely moved out of
1,can be safely moved out
1,tree can be safely moved
1,the tree can be safely
1,if the tree can be
1,see if the tree can
1,least see if the tree
1,at least see if the
1,or at least see if
1,railway or at least see
1,the railway or at least
1,reroute the railway or at
1,of the routes way
1,out of the routes
1,moved out of the
1,safely moved out of the
1,out of the routes way
1,is a tree
1,details this
1,and is a
1,heritage and is
1,our heritage and
1,of our heritage
1,is part of
1,this is part
1,details this is
1,additional details this
1,national importance
1,of national
1,tree of
1,a tree
1,heritage and
1,our heritage
1,is part
1,school children cant get
1,the pollution
1,cant get to their
1,parthenon sculptures and benin bronzes
1,them to their place of
1,returning them to their place
1,in returning them to their
1,and in returning them to
1,bronzes and in returning them
1,benin bronzes and in returning
1,and benin bronzes and in
1,sculptures and benin bronzes and
1,the parthenon sculptures and benin
1,common fisheries
1,as the parthenon sculptures and
1,such as the parthenon sculptures
1,artefacts such as the parthenon
1,outstanding artefacts such as the
1,of outstanding artefacts such as
1,enrichment of outstanding artefacts such
1,cultural enrichment of outstanding artefacts
1,and cultural enrichment of outstanding
1,we request
1,request that
1,government proposes
1,proposes a
1,the eus
1,restricted by
1,longer restricted
1,state and
1,coastal state
1,independant coastal
1,an independant
1,becomes an
1,uk becomes
1,after the
1,waters after
1,uk waters
1,from uk
1,supertrawlers from
1,on supertrawlers
1,ban on
1,a ban
1,value and cultural enrichment of
1,historical value and cultural enrichment
1,and historical value and cultural
1,in returning them to
1,bronzes and in returning
1,benin bronzes and in
1,and benin bronzes and
1,sculptures and benin bronzes
1,parthenon sculptures and benin
1,the parthenon sculptures and
1,as the parthenon sculptures
1,such as the parthenon
1,artefacts such as the
1,outstanding artefacts such as
1,of outstanding artefacts such
1,enrichment of outstanding artefacts
1,cultural enrichment of outstanding
1,and cultural enrichment of
1,value and cultural enrichment
1,historical value and cultural
1,and historical value and
1,and in returning them
1,returning them to their
1,educational and historical value and
1,them to their place
1,the educational and historical value
1,recognising the educational and historical
1,in recognising the educational and
1,flexibility in recognising the educational
1,and flexibility in recognising the
1,freedom and flexibility in recognising
1,greater freedom and flexibility in
1,with greater freedom and flexibility
1,act with greater freedom and
1,to act with greater freedom
1,law to act with greater
1,by law to act with
1,permitted by law to act
1,be permitted by law to
1,should be permitted by law
1,trustees should be permitted by
1,the trustees should be permitted
1,eus common
1,fisheries policy
1,the eus common fisheries
1,and endanger marine
1,government proposes a ban
1,the government proposes a
1,that the government proposes
1,request that the government
1,we request that the
1,ecosystems and species
1,marine ecosystems and
1,endanger marine ecosystems
1,decimate fish stocks
1,policy cfp
1,to decimate fish
1,vessels to decimate
1,huge vessels to
1,these huge vessels
1,allowed these huge
1,which allowed these
1,cfp which allowed
1,policy cfp which
1,proposes a ban on
1,a ban on supertrawlers
1,ban on supertrawlers from
1,on supertrawlers from uk
1,restricted by the eus
1,longer restricted by the
1,no longer restricted by
1,is no longer restricted
1,and is no longer
1,state and is no
1,coastal state and is
1,independant coastal state and
1,an independant coastal state
1,becomes an independant coastal
1,uk becomes an independant
1,the uk becomes an
1,after the uk becomes
1,waters after the uk
1,uk waters after the
1,from uk waters after
1,supertrawlers from uk waters
1,fisheries policy cfp
1,common fisheries policy
1,eus common fisheries
1,a ban on
1,government proposes a
1,the government proposes
1,that the government
1,request that the
1,we request that
1,and species
1,ecosystems and
1,marine ecosystems
1,endanger marine
1,decimate fish
1,to decimate
1,vessels to
1,huge vessels
1,these huge
1,allowed these
1,which allowed
1,cfp which
1,proposes a ban
1,ban on supertrawlers
1,the eus common
1,on supertrawlers from
1,by the eus
1,restricted by the
1,longer restricted by
1,no longer restricted
1,and is no
1,state and is
1,coastal state and
1,independant coastal state
1,an independant coastal
