Frequency,Phrase
1,germany now allow a
1,now allow a percentage
1,allow a percentage of
1,percentage of fans to
1,to the current issues around
1,of fans to return
1,fans to return to
1,to return to football
1,return to football games
1,additional details due to the
1,details due to the current
1,such as france and
1,places such as france
1,covid places such as
1,around covid places such
1,issues around covid places
1,current issues around covid
1,the current issues around
1,to the current issues
1,due to the current
1,details due to the
1,additional details due to
1,to football games
1,return to football
1,to return to
1,fans to return
1,of fans to
1,percentage of fans
1,due to the current issues
1,the current issues around covid
1,will go
1,as i
1,ask for
1,for the
1,the support
1,support of
1,of this
1,petition as
1,i fear
1,current issues around covid places
1,fear that
1,that smaller
1,smaller clubs
1,clubs in
1,in particular
1,particular will
1,i ask
1,to return to football games
1,fans to return to football
1,of fans to return to
1,percentage of fans to return
1,a percentage of fans to
1,allow a percentage of fans
1,now allow a percentage of
1,germany now allow a percentage
1,and germany now allow a
1,france and germany now allow
1,as france and germany now
1,such as france and germany
1,places such as france and
1,covid places such as france
1,around covid places such as
1,issues around covid places such
1,as i fear that smaller
1,i fear that smaller clubs
1,fear that smaller clubs in
1,stadiums and reconsider doing
1,letting football fans back
1,football fans back into
1,fans back into the
1,back into the stadiums
1,into the stadiums and
1,the stadiums and reconsider
1,and reconsider doing this
1,measures in place surrounding
1,reconsider doing this with
1,doing this with the
1,this with the right
1,with the right safety
1,the right safety measures
1,right safety measures in
1,not letting football fans
1,on not letting football
1,judgement on not letting
1,their judgement on not
1,reconsider their judgement on
1,to reconsider their judgement
1,government to reconsider their
1,the government to reconsider
1,ask the government to
1,to ask the government
1,is to ask the
1,petition is to ask
1,this petition is to
1,the covid 19
1,surrounding the covid
1,place surrounding the
1,in place surrounding
1,safety measures in place
1,in place surrounding the
1,that smaller clubs in particular
1,doing this with the right
1,back into the stadiums and
1,into the stadiums and reconsider
1,the stadiums and reconsider doing
1,stadiums and reconsider doing this
1,and reconsider doing this with
1,reconsider doing this with the
1,this with the right safety
1,place surrounding the covid
1,with the right safety measures
1,the right safety measures in
1,right safety measures in place
1,safety measures in place surrounding
1,measures in place surrounding the
1,in place surrounding the covid
1,fans back into the stadiums
1,football fans back into the
1,letting football fans back into
1,not letting football fans back
1,on not letting football fans
1,judgement on not letting football
1,their judgement on not letting
1,reconsider their judgement on not
1,to reconsider their judgement on
1,government to reconsider their judgement
1,the government to reconsider their
1,ask the government to reconsider
1,to ask the government to
1,is to ask the government
1,petition is to ask the
1,this petition is to ask
1,surrounding the covid 19
1,measures in place
1,safety measures in
1,right safety measures
1,football fans
1,reconsider their
1,their judgement
1,judgement on
1,on not
1,not letting
1,letting football
1,fans back
1,the right safety
1,back into
1,into the
1,the stadiums
1,stadiums and
1,and reconsider
1,reconsider doing
1,to reconsider
1,ask the
1,to ask
1,is to
1,petition is
1,a devastating effect on people
1,to a devastating effect on
1,leading to a devastating effect
1,business leading to a devastating
1,of business leading to a
1,out of business leading to
1,go out of business leading
1,will go out of business
1,particular will go out of
1,in particular will go out
1,clubs in particular will go
1,smaller clubs in particular will
1,doing this
1,this with
1,the right
1,judgement on not
1,with the right
1,this with the
1,doing this with
1,reconsider doing this
1,and reconsider doing
1,stadiums and reconsider
1,the stadiums and
1,into the stadiums
1,back into the
1,fans back into
1,football fans back
1,letting football fans
1,not letting football
1,on not letting
1,their judgement on
1,right safety
1,reconsider their judgement
1,to reconsider their
1,government to reconsider
1,ask the government
1,to ask the
1,is to ask
1,petition is to
1,this petition is
1,covid 19
1,the covid
1,surrounding the
1,place surrounding
1,measures in
1,safety measures
1,a percentage of
1,now allow a
1,confidence in travelling is now
1,guide travellers in the post
1,more than ever to protect
1,than ever to protect and
1,ever to protect and guide
1,to protect and guide travellers
1,protect and guide travellers in
1,and guide travellers in the
1,travellers in the post covid19
1,which allows
1,in the post covid19 world
1,football is
1,is a
1,a powerful
1,powerful tool
1,tool of
1,needed more than ever to
1,be needed more than ever
1,will be needed more than
1,advice will be needed more
1,and advice will be needed
1,help and advice will be
1,expert help and advice will
1,again expert help and advice
1,travel again expert help and
1,to travel again expert help
1,begin to travel again expert
1,people begin to travel again
1,when people begin to travel
1,the post covid19 world
1,in the post covid19
1,travellers in the post
1,guide travellers in the
1,of which
1,allows a
1,protect and guide travellers
1,important aspects of
1,benefits such as
1,such as employment
1,as employment and
1,employment and other
1,and other important
1,other important aspects
1,aspects of life
1,of benefits
1,football is a powerful
1,is a powerful tool
1,a powerful tool of
1,powerful tool of which
1,tool of which allows
1,of which allows a
1,of benefits such
1,range of benefits
1,allows a range
1,which allows a
1,of which allows
1,tool of which
1,powerful tool of
1,a powerful tool
1,is a powerful
1,football is a
1,of life
1,aspects of
1,important aspects
1,other important
1,employment and
1,as employment
1,benefits such
1,and guide travellers in
1,to protect and guide
1,germany now allow
1,travellers in
1,and well before the
1,than ever
1,ever to
1,protect and
1,and guide
1,guide travellers
1,the post
1,again expert help
1,post covid19
1,covid19 world
1,when people begin
1,people begin to
1,begin to travel
1,to travel again
1,needed more
1,be needed
1,advice will
1,and advice
1,help and
1,expert help
1,again expert
1,travel again
1,to travel
1,begin to
1,people begin
1,when people
1,at an all time low!
1,now at an all time
1,is now at an all
1,travelling is now at an
1,in travelling is now at
1,travel again expert
1,expert help and
1,ever to protect and
1,help and advice will
1,people begin to travel
1,begin to travel again
1,to travel again expert
1,travel again expert help
1,again expert help and
1,expert help and advice
1,and advice will be
1,help and advice
1,advice will be needed
1,will be needed more
1,be needed more than
1,needed more than ever
1,more than ever to
1,than ever to protect
1,when people begin to
1,post covid19 world
1,the post covid19
1,in the post
1,travellers in the
1,guide travellers in
1,and guide travellers
1,protect and guide
1,to protect and
1,ever to protect
1,than ever to
1,more than ever
1,needed more than
1,be needed more
1,will be needed
1,advice will be
1,and advice will
1,which allows a range
1,allows a range of
1,a range of benefits
1,economic benefits are there
1,attending football games a
1,football games a range
1,games a range of
1,a range of economic
1,range of economic benefits
1,of economic benefits are
1,benefits are there too
1,of economic benefits are there
1,with fans attending football games
1,fans attending football games a
1,attending football games a range
1,football games a range of
1,games a range of economic
1,a range of economic benefits
1,fans attending football games
1,with fans attending football
1,are there too
1,benefits are there
1,economic benefits are
1,of economic benefits
1,range of economic
1,games a range
1,football games a
1,attending football games
1,fans attending football
1,with fans attending
1,there too
1,are there
1,benefits are
1,economic benefits
1,of economic
1,range of economic benefits are
1,economic benefits are there too
1,range of benefits such
1,issues around covid
1,additional details due
1,details due to
1,due to the
1,to the current
1,the current issues
1,current issues around
1,around covid places
1,details due
1,covid places such
1,places such as
1,such as france
1,as france and
1,france and germany
1,and germany now
1,to football
1,return to
1,fans to
1,percentage of
1,a percentage
1,allow a
1,now allow
1,germany now
1,and germany
1,france and
1,as france
1,places such
1,covid places
1,around covid
1,issues around
1,current issues
1,due to
1,games a
1,attending football
1,with fans
1,and other important aspects of
1,range of benefits such as
1,of benefits such as employment
1,benefits such as employment and
1,such as employment and other
1,as employment and other important
1,employment and other important aspects
1,other important aspects of life
1,and dedication across the community
1,football can
1,can be
1,be associated
1,associated with
1,with passion
1,passion emotion
1,a range of benefits such
1,allows a range of benefits
1,which allows a range of
1,of which allows a range
1,tool of which allows a
1,powerful tool of which allows
1,a powerful tool of which
1,is a powerful tool of
1,football is a powerful tool
1,important aspects of life
1,other important aspects of
1,and other important aspects
1,employment and other important
1,as employment and other
1,such as employment and
1,benefits such as employment
1,of benefits such as
1,emotion excitement
1,excitement and
1,and dedication
1,associated with passion emotion
1,excitement and dedication across the
1,emotion excitement and dedication across
1,passion emotion excitement and dedication
1,with passion emotion excitement and
1,associated with passion emotion excitement
1,be associated with passion emotion
1,can be associated with passion
1,football can be associated with
1,dedication across the community
1,and dedication across the
1,excitement and dedication across
1,emotion excitement and dedication
1,passion emotion excitement and
1,with passion emotion excitement
1,be associated with passion
1,dedication across
1,can be associated with
1,football can be associated
1,across the community
1,dedication across the
1,and dedication across
1,excitement and dedication
1,emotion excitement and
1,passion emotion excitement
1,with passion emotion
1,associated with passion
1,be associated with
1,can be associated
1,football can be
1,across the
1,well before the currently
1,to review the continued
1,force and well before
1,at a reduced rate
1,at a reduced
1,a reduced rate
1,extend the furlough even
1,the furlough even at
1,furlough even at a
1,even at a reduced
1,extend the furlough even at
1,treated any differently
1,the furlough even at a
1,furlough even at a reduced
1,even at a reduced rate
1,save the
1,the technical
1,technical crews
1,even at a
1,furlough even at
1,the furlough even
1,extend the furlough
1,reduced rate
1,a reduced
1,even at
1,furlough even
1,the furlough
1,not be treated any differently
1,should not be treated any
1,events should not be treated
1,sports events should not be
1,be treated any differently
1,not be treated any
1,should not be treated
1,events should not be
1,crews before
1,before its
1,its to
1,details without
1,music venues where
1,and live music
1,theatres and live
1,without theatres and
1,details without theatres
1,additional details without
1,culture grow
1,your culture
1,will your
1,where will
1,venues where
1,and live
1,theatres and
1,without theatres
1,crews before its to late
1,to late
1,technical crews before its to
1,the technical crews before its
1,save the technical crews before
1,before its to late
1,crews before its to
1,technical crews before its
1,the technical crews before
1,save the technical crews
1,its to late
1,before its to
1,crews before its
1,technical crews before
1,the technical crews
1,save the technical
1,sports events should not
1,be treated any
1,where will your
1,protests have recently been
1,ready to start
1,to start reopening
1,start reopening the
1,reopening the economy
1,large scale protests have
1,scale protests have recently
1,have recently been held
1,not be treated
1,recently been held without
1,been held without emergency
1,held without emergency services
1,without emergency services being
1,emergency services being overwhelmed
1,services being overwhelmed indicating
1,is ready to
1,country is ready
1,the country is
1,indicating the country
1,overwhelmed indicating the
1,being overwhelmed indicating
1,services being overwhelmed
1,emergency services being
1,without emergency services
1,held without emergency
1,been held without
1,recently been held
1,have recently been
1,protests have recently
1,scale protests have
1,large scale protests
1,the economy
1,being overwhelmed indicating the
1,overwhelmed indicating the country
1,indicating the country is
1,being overwhelmed indicating the country
1,events should not
1,sports events should
1,any differently
1,treated any
1,be treated
1,events should
1,sports events
1,to start reopening the economy
1,ready to start reopening the
1,is ready to start reopening
1,country is ready to start
1,the country is ready to
1,indicating the country is ready
1,overwhelmed indicating the country is
1,services being overwhelmed indicating the
1,the country is ready
1,emergency services being overwhelmed indicating
1,without emergency services being overwhelmed
1,held without emergency services being
1,been held without emergency services
1,recently been held without emergency
1,have recently been held without
1,protests have recently been held
1,scale protests have recently been
1,large scale protests have recently
1,start reopening the economy
1,to start reopening the
1,ready to start reopening
1,is ready to start
1,country is ready to
1,venues where will
1,will your culture
1,start reopening
1,peoples careers and i
1,as football and
1,football and pubs
1,live music venues start
1,music venues start peoples
1,venues start peoples careers
1,start peoples careers and
1,careers and i argue
1,and pubs
1,and i argue that
1,i argue that rap
1,argue that rap to
1,that rap to opera
1,rap to opera are
1,to opera are as
1,culture as football
1,our culture as
1,to our culture
1,important to our
1,as important to
1,are as important
1,opera are as
1,to opera are
1,rap to opera
1,that rap to
1,argue that rap
1,i argue that
1,and i argue
1,careers and i
1,peoples careers and
1,start peoples careers
1,venues start peoples
1,opera are as important
1,are as important to
1,as important to our
1,to opera are as important
1,of securing
1,intention of
1,the intention
1,started with
1,been started
1,has been
1,petition has
1,culture as football and pubs
1,our culture as football and
1,to our culture as football
1,important to our culture as
1,as important to our culture
1,are as important to our
1,opera are as important to
1,rap to opera are as
1,important to our culture
1,that rap to opera are
1,argue that rap to opera
1,i argue that rap to
1,and i argue that rap
1,careers and i argue that
1,peoples careers and i argue
1,start peoples careers and i
1,venues start peoples careers and
1,music venues start peoples careers
1,live music venues start peoples
1,as football and pubs
1,culture as football and
1,our culture as football
1,to our culture as
1,music venues start
1,football and
1,your culture grow
1,shakespeare to
1,venues where will your culture
1,where will your culture grow
1,we need
1,need theatre
1,theatre from
1,from shakespeare
1,to jack
1,as football
1,jack in
1,the beanstalk
1,we need theatre
1,need theatre from
1,theatre from shakespeare
1,from shakespeare to
1,music venues where will your
1,live music venues where will
1,and live music venues where
1,theatres and live music venues
1,without theatres and live music
1,details without theatres and live
1,additional details without theatres and
1,will your culture grow
1,where will your culture
1,venues where will your
1,music venues where will
1,live music venues where
1,and live music venues
1,theatres and live music
1,without theatres and live
1,details without theatres and
1,additional details without theatres
1,shakespeare to jack
1,to jack in
1,jack in the
1,peoples careers
1,culture as
1,our culture
1,to our
1,important to
1,as important
1,are as
1,opera are
1,to opera
1,rap to
1,that rap
1,argue that
1,i argue
1,and i
1,careers and
1,start peoples
1,in the beanstalk
1,venues start
1,to jack in the beanstalk
1,shakespeare to jack in the
1,from shakespeare to jack in
1,theatre from shakespeare to jack
1,need theatre from shakespeare to
1,we need theatre from shakespeare
1,jack in the beanstalk
1,to jack in the
1,shakespeare to jack in
1,from shakespeare to jack
1,theatre from shakespeare to
1,need theatre from shakespeare
1,we need theatre from
1,reopening the
1,to start
1,the safe
1,sports should
1,comply with social distancing requirements
1,if other
1,other businesses
1,businesses are
1,are allowed
1,reopen sports
1,be discriminated
1,sports clubs should be allowed
1,discriminated against
1,if other businesses
1,other businesses are
1,businesses are allowed
1,are allowed to
1,to reopen sports
1,can comply with social distancing
1,they can comply with social
1,prove they can comply with
1,to prove they can comply
1,able to prove they can
1,are able to prove they
1,they are able to prove
1,if they are able to
1,capacities if they are able
1,reduced capacities if they are
1,with reduced capacities if they
1,spectators with reduced capacities if
1,to spectators with reduced capacities
1,reopen to spectators with reduced
1,to reopen to spectators with
1,allowed to reopen to spectators
1,be allowed to reopen to
1,reopen sports should
1,sports should not
1,not be discriminated
1,to reopen sports should not
1,details the government
1,requirements in
1,july with
1,4th july
1,from 4th
1,reopen from
1,businesses to
1,leisure businesses
1,allowed leisure
1,has allowed
1,government has
1,should not be discriminated against
1,sports should not be discriminated
1,reopen sports should not be
1,allowed to reopen sports should
1,be discriminated against
1,are allowed to reopen sports
1,businesses are allowed to reopen
1,other businesses are allowed to
1,if other businesses are allowed
1,not be discriminated against
1,should not be discriminated
1,sports should not be
1,reopen sports should not
1,to reopen sports should
1,allowed to reopen sports
1,are allowed to reopen
1,businesses are allowed to
1,other businesses are allowed
1,if other businesses are
1,clubs should be allowed to
1,other sports clubs should be
1,government has allowed
1,to reopen to
1,rugby cricket and
1,cricket and other
1,and other sports
1,other sports clubs
1,sports clubs should
1,clubs should be
1,reopen to spectators
1,and other sports clubs should
1,to spectators with
1,spectators with reduced
1,with reduced capacities
1,reduced capacities if
1,capacities if they
1,if they are
1,football rugby cricket
1,they can
1,prove they
1,to prove
1,able to
1,are able
1,they are
1,if they
1,capacities if
1,reduced capacities
1,with reduced
1,spectators with
1,to spectators
1,reopen to
1,clubs should
1,other sports
1,cricket and
1,they are able
1,are able to
1,able to prove
1,with reduced capacities if
1,cricket and other sports clubs
1,rugby cricket and other sports
1,football rugby cricket and other
1,comply with social distancing
1,can comply with social
1,they can comply with
1,prove they can comply
1,to prove they can
1,able to prove they
1,are able to prove
1,they are able to
1,if they are able
1,capacities if they are
1,reduced capacities if they
1,spectators with reduced capacities
1,to prove they
1,to spectators with reduced
1,reopen to spectators with
1,to reopen to spectators
1,allowed to reopen to
1,clubs should be allowed
1,sports clubs should be
1,other sports clubs should
1,and other sports clubs
1,cricket and other sports
1,rugby cricket and other
1,football rugby cricket and
1,comply with social
1,they can comply
1,prove they can
1,the government has
1,has allowed leisure
1,ready to
1,to allow them access
1,allowed to reopen with
1,to reopen with limited
1,reopen with limited capacities
1,with limited capacities to
1,limited capacities to allow
1,capacities to allow them
1,allow them access to
1,with limited capacities
1,them access to sources
1,access to sources of
1,to sources of income
1,providing sports clubs can comply
1,sports clubs can comply with
1,clubs can comply with the
1,they should be allowed
1,requirements they should be
1,same requirements they should
1,the same requirements they
1,with the same requirements
1,comply with the same
1,can comply with the
1,clubs can comply with
1,sports clubs can comply
1,providing sports clubs can
1,sources of income
1,to sources of
1,access to sources
1,them access to
1,allow them access
1,to allow them
1,capacities to allow
1,can comply with the same
1,comply with the same requirements
1,with the same requirements they
1,scale protests
1,is ready
1,country is
1,the country
