Frequency,Phrase
1,now for the exam
1,studying now for the
1,any studying now for
1,considering any studying now
1,lowered considering any studying
1,be lowered considering any
1,to be lowered considering
1,need to be lowered
1,boundaries need to be
1,grade boundaries need to
1,the grade boundaries need
1,therefore the grade boundaries
1,revise and prepare
1,to revise and
1,this process
1,to have to sit the
1,achieve teacher
1,considering a global pandemic school
1,of the government relating to
1,failure of the government relating
1,the failure of the government
1,and the failure of the
1,closures and the failure of
1,school closures and the failure
1,pandemic school closures and the
1,global pandemic school closures and
1,a global pandemic school closures
1,lowered considering a global pandemic
1,going to have to sit
1,are lowered considering a global
1,exams are lowered considering a
1,level exams are lowered considering
1,a level exams are lowered
1,term a level exams are
1,autumn term a level exams
1,the autumn term a level
1,in the autumn term a
1,boundaries in the autumn term
1,the government relating to the
1,government relating to the a
1,relating to the a level
1,to the a level result
1,are going
1,and are
1,out and
1,lost out
1,have lost
1,grades some
1,assessed grades
1,centre assessed
1,on centre
1,university on
1,entered university
1,have entered
1,where some
1,year where
1,grading this
1,level grading
1,fiasco of
1,the fiasco
1,the a level result catastrophe
1,grade boundaries in the autumn
1,the grade boundaries in the
1,that the grade boundaries in
1,a level exams are
1,autumn term a level
1,the autumn term a
1,in the autumn term
1,boundaries in the autumn
1,grade boundaries in the
1,the grade boundaries in
1,that the grade boundaries
1,ensure that the grade
1,to ensure that the
1,level result catastrophe
1,a level result
1,to the a
1,relating to the
1,government relating to
1,the government relating
1,of the government
1,failure of the
1,the failure of
1,and the failure
1,term a level exams
1,level exams are lowered
1,ensure that the grade boundaries
1,exams are lowered considering
1,to ensure that the grade
1,a level result catastrophe
1,the a level result
1,to the a level
1,relating to the a
1,government relating to the
1,the government relating to
1,of the government relating
1,failure of the government
1,the failure of the
1,and the failure of
1,closures and the failure
1,school closures and the
1,pandemic school closures and
1,global pandemic school closures
1,a global pandemic school
1,considering a global pandemic
1,lowered considering a global
1,are lowered considering a
1,going to
1,sit the
1,to the fiasco
1,a level grading this year
1,of the a level grading
1,fiasco of the a level
1,the fiasco of the a
1,to the fiasco of the
1,due to the fiasco of
1,details due to the fiasco
1,to sit the exam
1,have to sit the
1,to have to sit
1,going to have to
1,are going to have
1,and are going to
1,out and are going
1,lost out and are
1,have lost out and
1,people have lost out
1,some people have lost
1,grades some people have
1,assessed grades some people
1,the a level grading this
1,level grading this year where
1,on centre assessed grades
1,grading this year where some
1,are going to have to
1,and are going to have
1,out and are going to
1,lost out and are going
1,have lost out and are
1,people have lost out and
1,some people have lost out
1,grades some people have lost
1,assessed grades some people have
1,centre assessed grades some people
1,on centre assessed grades some
1,university on centre assessed grades
1,entered university on centre assessed
1,have entered university on centre
1,people have entered university on
1,some people have entered university
1,where some people have entered
1,year where some people have
1,this year where some people
1,centre assessed grades some
1,university on centre assessed
1,the fiasco of
1,and are going
1,lost out and
1,have lost out
1,people have lost
1,grades some people
1,assessed grades some
1,centre assessed grades
1,on centre assessed
1,university on centre
1,entered university on
1,have entered university
1,people have entered
1,where some people
1,year where some
1,this year where
1,grading this year
1,level grading this
1,a level grading
1,of the a
1,fiasco of the
1,out and are
1,are going to
1,entered university on centre
1,going to have
1,have entered university on
1,people have entered university
1,some people have entered
1,where some people have
1,year where some people
1,this year where some
1,grading this year where
1,level grading this year
1,a level grading this
1,the a level grading
1,of the a level
1,fiasco of the a
1,the fiasco of the
1,to the fiasco of
1,due to the fiasco
1,sit the exam
1,to sit the
1,have to sit
1,to have to
1,btec students
1,teacher predicted
1,parliament between mps
1,that centre assessment grades cags
1,cases reflect the actual ability
1,all cases reflect the actual
1,in all cases reflect the
1,not in all cases reflect
1,do not in all cases
1,cags do not in all
1,grades cags do not in
1,assessment grades cags do not
1,centre assessment grades cags do
1,believe that centre assessment grades
1,within the education system
1,we believe that centre assessment
1,system we believe that centre
1,education system we believe that
1,the education system we believe
1,within the education system we
1,students within the education system
1,all students within the education
1,to all students within the
1,fairness to all students within
1,reflect the actual ability or
1,the actual ability or likely
1,actual ability or likely attainment
1,ability or likely attainment of
1,impacted bame students and those
1,negatively impacted bame students and
1,has negatively impacted bame students
1,system has negatively impacted bame
1,cag system has negatively impacted
1,the cag system has negatively
1,that the cag system has
1,that that the cag system
1,concerns that that the cag
1,also concerns that that the
1,are also concerns that that
1,there are also concerns that
1,and there are also concerns
1,students and there are also
1,many students and there are
1,of many students and there
1,attainment of many students and
1,likely attainment of many students
1,or likely attainment of many
1,allow fairness to all students
1,to allow fairness to all
1,details to allow fairness to
1,attainment of many students
1,or likely attainment of
1,ability or likely attainment
1,actual ability or likely
1,the actual ability or
1,reflect the actual ability
1,cases reflect the actual
1,all cases reflect the
1,in all cases reflect
1,not in all cases
1,do not in all
1,cags do not in
1,grades cags do not
1,assessment grades cags do
1,centre assessment grades cags
1,that centre assessment grades
1,believe that centre assessment
1,we believe that centre
1,system we believe that
1,education system we believe
1,likely attainment of many
1,of many students and
1,additional details to allow fairness
1,many students and there
1,from more disadvantaged backgrounds
1,those from more disadvantaged
1,and those from more
1,students and those from
1,bame students and those
1,impacted bame students and
1,negatively impacted bame students
1,has negatively impacted bame
1,system has negatively impacted
1,cag system has negatively
1,the cag system has
1,that the cag system
1,that that the cag
1,concerns that that the
1,also concerns that that
1,are also concerns that
1,there are also concerns
1,and there are also
1,students and there are
1,bame students and those from
1,students and those from more
1,and those from more disadvantaged
1,call on
1,to ucas where these were
1,provided to ucas where these
1,grades provided to ucas where
1,predicted grades provided to ucas
1,to predicted grades provided to
1,cags to predicted grades provided
1,from cags to predicted grades
1,grades from cags to predicted
1,level grades from cags to
1,a level grades from cags
1,change a level grades from
1,should change a level grades
1,government should change a level
1,the government should change a
1,details the government should change
1,additional details the government should
1,where these were higher
1,ucas where these were
1,to ucas where these
1,ucas where these were higher
1,to consider
1,grades provided to ucas
1,consider holding
1,in parliament between
1,debates in parliament
1,holding debates in
1,consider holding debates
1,to consider holding
1,government to consider
1,on the government
1,call on the
1,affect them
1,that affect
1,issues that
1,discuss issues
1,raise discuss
1,and university
1,between mps
1,parliament between
1,in parliament
1,debates in
1,holding debates
1,provided to ucas where
1,predicted grades provided to
1,those from more disadvantaged backgrounds
1,grades from cags
1,a level grades
1,change a level
1,should change a
1,government should change
1,details the government
1,were higher
1,these were
1,where these
1,ucas where
1,to ucas
1,provided to
1,grades provided
1,to predicted
1,cags to
1,from cags
1,grades from
1,level grades
1,change a
1,should change
1,level grades from
1,from cags to
1,to predicted grades provided
1,cags to predicted
1,cags to predicted grades
1,from cags to predicted
1,grades from cags to
1,level grades from cags
1,a level grades from
1,change a level grades
1,should change a level
1,climate when many families
1,the government should change
1,details the government should
1,additional details the government
1,these were higher
1,where these were
1,ucas where these
1,to ucas where
1,provided to ucas
1,grades provided to
1,predicted grades provided
1,to predicted grades
1,the education system we
1,students within the education
1,grades rather
1,downgrading thousands of students
1,achieve teacher predicted grades rather
1,to achieve teacher predicted grades
1,students to achieve teacher predicted
1,btec students to achieve teacher
1,allow btec students to achieve
1,should allow btec students to
1,government should allow btec students
1,the government should allow btec
1,thousands of students grades
1,unethically downgrading thousands of
1,all students within the
1,is unethically downgrading thousands
1,that is unethically downgrading
1,system that is unethically
1,a system that is
1,into a system that
1,forced into a system
1,being forced into a
1,than being forced into
1,rather than being forced
1,teacher predicted grades rather than
1,predicted grades rather than being
1,grades rather than being forced
1,rather than being forced into
1,education system
1,the education
1,within the
1,students within
1,all students
1,to all
1,fairness to
1,allow fairness
1,details to
1,downgrading thousands of students grades
1,unethically downgrading thousands of students
1,is unethically downgrading thousands of
1,that is unethically downgrading thousands
1,system that is unethically downgrading
1,a system that is unethically
1,into a system that is
1,forced into a system that
1,being forced into a system
1,than being forced into a
1,grades rather than being
1,predicted grades rather than
1,teacher predicted grades rather
1,predicted grades rather
1,achieve teacher predicted
1,to achieve teacher
1,students to achieve
1,btec students to
1,allow btec students
1,should allow btec
1,government should allow
1,students grades
1,downgrading thousands
1,unethically downgrading
1,is unethically
1,that is
1,system that
1,a system
1,into a
1,forced into
1,being forced
1,than being
1,rather than
1,teacher predicted grades
1,grades rather than
1,achieve teacher predicted grades
1,rather than being
1,to achieve teacher predicted
1,students to achieve teacher
1,btec students to achieve
1,allow btec students to
1,should allow btec students
1,government should allow btec
1,the government should allow
1,of students grades
1,thousands of students
1,downgrading thousands of
1,unethically downgrading thousands
1,is unethically downgrading
1,that is unethically
1,system that is
1,a system that
1,into a system
1,forced into a
1,being forced into
1,than being forced
1,system we
1,believe that
1,that centre
1,also concerns that
1,there are also
1,and there are
1,students and there
1,many students and
1,of many students
1,attainment of many
1,likely attainment of
1,or likely attainment
1,ability or likely
1,actual ability or
1,the actual ability
1,reflect the actual
1,cases reflect the
1,all cases reflect
1,in all cases
1,not in all
1,do not in
1,cags do not
1,grades cags do
1,are also concerns
1,concerns that that
1,centre assessment grades
1,that that the
1,to all students within
1,fairness to all students
1,allow fairness to all
1,to allow fairness to
1,details to allow fairness
1,additional details to allow
1,more disadvantaged backgrounds
1,from more disadvantaged
1,those from more
1,and those from
1,students and those
1,bame students and
1,impacted bame students
1,negatively impacted bame
1,has negatively impacted
1,system has negatively
1,cag system has
1,the cag system
1,that the cag
1,assessment grades cags
1,that centre assessment
1,centre assessment
1,system has
1,the cag
1,that that
1,concerns that
1,also concerns
1,are also
1,and there
1,many students
1,attainment of
1,likely attainment
1,or likely
1,ability or
1,actual ability
1,cases reflect
1,all cases
1,in all
1,not in
1,cags do
1,grades cags
1,assessment grades
1,cag system
1,has negatively
1,believe that centre
1,negatively impacted
1,we believe that
1,system we believe
1,education system we
1,the education system
1,within the education
1,students within the
1,all students within
1,to all students
1,fairness to all
1,allow fairness to
1,to allow fairness
1,details to allow
1,additional details to
1,disadvantaged backgrounds
1,more disadvantaged
1,from more
1,and those
1,bame students
1,impacted bame
1,current climate when many
1,have their basic needs met!
1,when many families are
1,school return is not
1,officers say school return
1,medical officers say school
1,chief medical officers say
1,uk chief medical officers
1,the uk chief medical
1,details the uk chief
1,additional details the uk
1,to do this
1,right to do
1,not give parents
1,does not give
1,policy does not
1,current policy does
1,but current policy
1,” but current
1,children ” but
1,their children ”
1,for their children
1,action for their
1,say school return is
1,return is not risk
1,course of action
1,is not risk free
1,action for their children
1,of action for their
1,course of action for
1,best course of action
1,the best course of
1,achieve the best course
1,to achieve the best
1,risks to achieve the
1,of risks to achieve
1,balance of risks to
1,the balance of risks
1,“understand the balance of
1,should “understand the balance
1,parents should “understand the
1,that parents should “understand
1,and that parents should
1,free and that parents
1,risk free and that
1,not risk free and
1,of action for
1,best course of
1,parents should
1,uk chief medical
1,details the uk
1,do this
1,not give
1,does not
1,policy does
1,current policy
1,but current
1,” but
1,children ”
1,action for
1,of action
1,course of
1,best course
1,the best
1,risks to
1,of risks
1,balance of
1,the balance
1,“understand the
1,the uk chief
1,chief medical officers
1,the best course
1,medical officers say
1,achieve the best
1,to achieve the
1,risks to achieve
1,of risks to
1,balance of risks
1,the balance of
1,“understand the balance
1,should “understand the
1,parents should “understand
1,that parents should
1,and that parents
1,free and that
1,risk free and
1,not risk free
1,is not risk
1,return is not
1,school return is
1,say school return
1,officers say school
1,for their children ”
1,their children ” but
1,children ” but current
1,having a
1,parent or
1,losing a
1,of losing
1,child of
1,a child
1,to a
1,harm to
1,of harm
