Frequency,Phrase
1,unnecessary pressure on
1,to unnecessary pressure
1,and raised
1,lead to unnecessary
1,will be many very
1,raised for
1,meetings which could lead
1,for example
1,be many very risky
1,many very risky meetings
1,which could lead
1,limit be
1,on the nhs
1,risky meetings which could
1,the limit
1,unnecessary pressure on the
1,meetings which could lead to
1,pressure on the nhs
1,guests at
1,wedding including suppliers dj
1,a wedding including suppliers
1,at a
1,wedding including
1,including suppliers
1,suppliers dj
1,dj photographers
1,photographers and
1,at a wedding including
1,guests at a wedding
1,30 guests at a
1,and officiant
1,officiant etc
1,30 guests at
1,be many very
1,and officiant etc
1,photographers and officiant
1,at a wedding
1,dj photographers and
1,a wedding including
1,wedding including suppliers
1,suppliers dj photographers
1,including suppliers dj
1,including suppliers dj photographers
1,30 guests
1,there will be many very
1,suppliers dj photographers and
1,wedding including suppliers dj photographers
1,will be many very risky
1,a wedding including suppliers dj
1,be many very risky meetings
1,many very risky meetings which
1,very risky meetings which could
1,risky meetings which could lead
1,which could lead to unnecessary
1,could lead to unnecessary pressure
1,lead to unnecessary pressure on
1,to unnecessary pressure on the
1,at a wedding including suppliers
1,unnecessary pressure on the nhs
1,current restrictions
1,guests at a wedding including
1,restrictions permit
1,permit max
1,30 guests at a wedding
1,current restrictions permit
1,photographers and officiant etc
1,dj photographers and officiant
1,restrictions permit max
1,current restrictions permit max
1,guests at a
1,so many lonely grandparents
1,will be many
1,end of a
1,be able to look
1,we need to be
1,details we need to
1,additional details we need
1,a difficult year
1,of a difficult
1,the end of
1,to look forward to
1,at the end
1,celebrations at the
1,family celebrations at
1,to family celebrations
1,forward to family
1,look forward to
1,able to look forward
1,look forward to family
1,able to look
1,additional details we need to
1,to look forward to family
1,able to look forward to
1,be able to look forward
1,to be able to look
1,we need to be able
1,details we need to be
1,of a difficult year
1,forward to family celebrations
1,end of a difficult
1,the end of a
1,at the end of
1,celebrations at the end
1,family celebrations at the
1,to family celebrations at
1,to look forward
1,we need to
1,forward to family celebrations at
1,school staff have a chance
1,isolate for two weeks and
1,to isolate for two weeks
1,chance to isolate for two
1,a chance to isolate for
1,have a chance to isolate
1,staff have a chance to
1,and school staff have a
1,two weeks and then can
1,students and school staff have
1,all students and school staff
1,that all students and school
1,so that all students and
1,december so that all students
1,9 december so that all
1,for two weeks and then
1,weeks and then can safely
1,details we need
1,family celebrations
1,additional details we
1,difficult year
1,a difficult
1,end of
1,the end
1,celebrations at
1,to family
1,and then can safely meet
1,forward to
1,look forward
1,to look
1,details we
1,can safely meet older relatives
1,then can safely meet older
1,look forward to family celebrations
1,to family celebrations at the
1,the nhs
1,households to mix safely
1,lonely grandparents if measures arent
1,many lonely grandparents if measures
1,so many lonely grandparents if
1,be so many lonely grandparents
1,will be so many lonely
1,there will be so many
1,allow households to mix
1,if measures arent taken to
1,to allow households to
1,taken to allow households
1,arent taken to allow
1,measures arent taken to
1,if measures arent taken
1,grandparents if measures arent
1,grandparents if measures arent taken
1,measures arent taken to allow
1,many lonely grandparents if
1,meetings which
1,pressure on
1,unnecessary pressure
1,to unnecessary
1,lead to
1,could lead
1,which could
1,risky meetings
1,arent taken to allow households
1,very risky
1,many very
1,be many
1,allow households to mix safely
1,to allow households to mix
1,taken to allow households to
1,lonely grandparents if measures
1,guests prove
1,family celebrations at the end
1,grandparents if
1,households to
1,allow households
1,taken to
1,arent taken
1,measures arent
1,if measures
1,lonely grandparents
1,mix safely
1,many lonely
1,be so
1,end of a difficult year
1,the end of a difficult
1,at the end of a
1,celebrations at the end of
1,to mix
1,will be so
1,be so many lonely
1,taken to allow
1,will be so many
1,there will be so
1,to mix safely
1,households to mix
1,allow households to
1,to allow households
1,arent taken to
1,be so many
1,measures arent taken
1,if measures arent
1,grandparents if measures
1,lonely grandparents if
1,many lonely grandparents
1,so many lonely
1,if guests
1,test prior to
1,prove negative
1,there is a stark contrast
1,additional details there is a
1,music food and drinks
1,with music food and
1,distanced with music food
1,socially distanced with music
1,space socially distanced with
1,one space socially distanced
1,in one space socially
1,people in one space
1,multiple people in one
1,eg multiple people in
1,similar eg multiple people
1,very similar eg multiple
1,being very similar eg
1,despite being very similar
1,details there is a stark
1,is a stark contrast in
1,a wedding despite being
1,a stark contrast in the
1,wedding despite being very similar
1,a wedding despite being very
1,of a wedding despite being
1,that of a wedding despite
1,to that of a wedding
1,compared to that of a
1,operate compared to that of
1,restaurants operate compared to that
1,pubs restaurants operate compared to
1,bars pubs restaurants operate compared
1,way bars pubs restaurants operate
1,the way bars pubs restaurants
1,in the way bars pubs
1,contrast in the way bars
1,stark contrast in the way
1,wedding despite being very
1,of a wedding despite
1,being very similar eg multiple
1,music food and
1,distanced with music
1,socially distanced with
1,space socially distanced
1,one space socially
1,in one space
1,people in one
1,multiple people in
1,eg multiple people
1,similar eg multiple
1,very similar eg
1,being very similar
1,despite being very
1,wedding despite being
1,a wedding despite
1,of a wedding
1,with music food
1,food and drinks
1,that of a wedding
1,additional details there is
1,to that of a
1,compared to that of
1,operate compared to that
1,restaurants operate compared to
1,pubs restaurants operate compared
1,bars pubs restaurants operate
1,way bars pubs restaurants
1,the way bars pubs
1,in the way bars
1,contrast in the way
1,stark contrast in the
1,a stark contrast in
1,is a stark contrast
1,there is a stark
1,details there is a
1,despite being very similar eg
1,very similar eg multiple people
1,negative for
1,of the day
1,the duration of
1,for the duration
1,pub for the
1,a pub for
1,in a pub
1,remain in a
1,can remain in
1,permitting can remain
1,capacity permitting can
1,individuals capacity permitting
1,multiple individuals capacity
1,in cases
1,limits in
1,time limits
1,and time
1,duration of the
1,the day without
1,guests activities
1,day without much
1,cap on guests
1,a cap on
1,with a cap
1,restrained with a
1,heavily restrained with
1,is heavily restrained
1,wedding is heavily
1,a wedding is
1,whereas a wedding
1,distancing whereas a
1,from distancing whereas
1,apart from distancing
1,limitation apart from
1,much limitation apart
1,without much limitation
1,activities and
1,cap on
1,similar eg multiple people in
1,a pub
1,remain in
1,can remain
1,permitting can
1,capacity permitting
1,individuals capacity
1,multiple individuals
1,with music food and drinks
1,distanced with music food and
1,socially distanced with music food
1,space socially distanced with music
1,one space socially distanced with
1,in one space socially distanced
1,people in one space socially
1,multiple people in one space
1,eg multiple people in one
1,in a
1,pub for
1,a cap
1,the duration
1,with a
1,restrained with
1,heavily restrained
1,is heavily
1,wedding is
1,whereas a
1,distancing whereas
1,from distancing
1,apart from
1,limitation apart
1,much limitation
1,without much
1,day without
1,the day
1,duration of
1,that of a
1,to that of
1,compared to that
1,example if guests prove
1,raised for example if
1,and raised for example
1,reviewed and raised for
1,be reviewed and raised
1,limit be reviewed and
1,the limit be reviewed
1,that the limit be
1,asks that the limit
1,petition asks that the
1,this petition asks that
1,until such time
1,measures until such
1,isolation measures until
1,in isolation measures
1,engage in isolation
1,for example if guests
1,if guests prove negative
1,wedding and engage
1,guests prove negative for
1,isolation measures until such
1,in isolation measures until
1,engage in isolation measures
1,and engage in isolation
1,wedding and engage in
1,the wedding and engage
1,to the wedding and
1,prior to the wedding
1,test prior to the
1,19 test prior to
1,covid 19 test prior
1,a covid 19 test
1,for a covid 19
1,negative for a covid
1,prove negative for a
1,and engage in
1,the wedding and
1,operate compared to
1,the limit be
1,asks that the
1,petition asks that
1,this petition asks
1,such time
1,until such
1,measures until
1,isolation measures
1,in isolation
1,engage in
1,and engage
1,wedding and
1,test prior
1,19 test
1,a covid
1,for a
1,that the limit
1,limit be reviewed
1,to the wedding
1,be reviewed and
1,prior to the
1,learning from 9 december so
1,19 test prior
1,covid 19 test
1,a covid 19
1,for a covid
1,negative for a
1,prove negative for
1,guests prove negative
1,if guests prove
1,example if guests
1,for example if
1,raised for example
1,and raised for
1,reviewed and raised
1,measures until such time
1,this petition asks that the
1,petition asks that the limit
1,distanced with
1,space socially
1,one space
1,in one
1,people in
1,multiple people
1,eg multiple
1,similar eg
1,very similar
1,being very
1,despite being
1,wedding despite
1,that of
1,to that
1,compared to
1,operate compared
1,socially distanced
1,with music
1,asks that the limit be
1,music food
1,restaurants operate compared
1,pubs restaurants operate
1,bars pubs restaurants
1,way bars pubs
1,the way bars
1,in the way
1,contrast in the
1,stark contrast in
1,a stark contrast
1,is a stark
1,there is a
1,details there is
1,additional details there
1,and drinks
1,food and
1,restaurants operate
1,pubs restaurants
1,bars pubs
1,way bars
1,a covid 19 test prior
1,for a covid 19 test
1,negative for a covid 19
1,prove negative for a covid
1,guests prove negative for a
1,if guests prove negative for
1,example if guests prove negative
1,for example if guests prove
1,raised for example if guests
1,and raised for example if
1,reviewed and raised for example
1,be reviewed and raised for
1,limit be reviewed and raised
1,the limit be reviewed and
1,that the limit be reviewed
1,covid 19 test prior to
1,19 test prior to the
1,test prior to the wedding
1,details there
1,the way
1,contrast in
1,stark contrast
1,a stark
1,is a
1,there is
1,isolation measures until such time
1,prior to the wedding and
1,in isolation measures until such
1,engage in isolation measures until
1,and engage in isolation measures
1,wedding and engage in isolation
1,the wedding and engage in
1,to the wedding and engage
1,from 9 december so that
1,then can safely
1,online learning from 9 december
1,the government have the
1,additional details the government
1,weak financial stability
1,a weak financial
1,having a weak
1,businesses having a
1,to businesses having
1,due to businesses
1,jobs due to
1,their jobs due
1,loosing their jobs
1,not loosing their
1,are not loosing
1,people are not
1,ensure people are
1,to ensure people
1,details the government have
1,government have the power
1,the responsibility to
1,have the power and
1,to businesses having a
1,due to businesses having
1,jobs due to businesses
1,their jobs due to
1,loosing their jobs due
1,not loosing their jobs
1,are not loosing their
1,people are not loosing
1,ensure people are not
1,to ensure people are
1,responsibility to ensure people
1,the responsibility to ensure
1,and the responsibility to
1,power and the responsibility
1,the power and the
1,responsibility to ensure
1,and the responsibility
1,having a weak financial
1,the responsibility
1,the power
1,have the
1,government have
1,19 causing local national lockdowns
1,covid 19 causing local national
1,of covid 19 causing local
1,wave of covid 19 causing
1,second wave of covid 19
1,potential second wave of covid
1,a potential second wave of
1,to a potential second wave
1,prior to a potential second
1,stability prior to a potential
1,financial stability prior to a
1,cafes financial stability prior to
1,power and
1,responsibility to
1,power and the
1,ensure people
1,the power and
1,have the power
1,government have the
1,the government have
1,details the government
1,weak financial
1,a weak
1,having a
1,businesses having
1,to businesses
1,jobs due
1,their jobs
1,loosing their
1,not loosing
1,people are
1,businesses having a weak
1,a weak financial stability
1,restaurants and cafes financial stability
1,the pandemic to
1,worship during the
1,of worship during
1,of places of
1,use of places
1,safe use of
1,the safe use
1,for the safe
1,guidance for the
1,on guidance for
1,guidance on guidance
1,its guidance on
1,change its guidance
1,should change its
1,government should change
1,at places
1,during the pandemic
1,pandemic to allow
1,congregational singing
1,to allow corporate
1,guidance for the safe
1,on guidance for the
1,guidance on guidance for
1,its guidance on guidance
1,change its guidance on
1,should change its guidance
1,government should change its
1,the government should change
1,at places of
1,singing at places
1,congregational singing at
1,and congregational singing
1,worship and congregational
1,corporate worship and
1,allow corporate worship
1,singing at
1,and congregational
1,additional details the government have
1,jobs due to businesses having
1,loosing their jobs due to
1,not loosing their jobs due
1,are not loosing their jobs
1,people are not loosing their
1,ensure people are not loosing
1,to ensure people are not
1,responsibility to ensure people are
1,the responsibility to ensure people
1,and the responsibility to ensure
1,power and the responsibility to
1,the power and the responsibility
1,have the power and the
1,government have the power and
1,the government have the power
1,details the government have the
1,their jobs due to businesses
1,due to businesses having a
1,worship and
1,to businesses having a weak
1,allow corporate
1,pandemic to
1,the pandemic
1,worship during
1,of places
1,use of
1,safe use
1,the safe
1,guidance for
1,on guidance
1,its guidance
1,change its
1,should change
1,having a weak financial stability
1,businesses having a weak financial
1,and cafes financial stability prior
1,give restaurants and cafes financial
1,to online learning from 9
1,now allowed its time for
1,this is now allowed its
1,scotland this is now allowed
1,in scotland this is now
1,england to do likewise
1,for england to do
1,time for england to
1,its time for england
1,allowed its time for
1,now allowed its time
1,is now allowed its
1,this is now allowed
1,scotland this is now
1,in scotland this is
1,to do likewise
1,england to do
1,is now allowed its time
1,allowed its time for england
1,time for england
1,its time for england to
1,and cafes
1,restaurants and
1,give restaurants
1,september to
1,to september
1,scheme to
1,out scheme
1,help out
1,to help
1,out to
1,eat out
1,the eat
1,extend the
1,for england to do likewise
1,time for england to do
1,for england to
1,its time for
1,stability prior
1,conscience is only comfortable following
1,those whose conscience is only
1,for those whose conscience is
1,fair for those whose conscience
1,it fair for those whose
1,is it fair for those
1,nor is it fair for
1,comfortable following government guidance
1,only comfortable following government
1,is only comfortable following
1,conscience is only comfortable
1,whose conscience is only
1,those whose conscience is
1,for those whose conscience
1,fair for those whose
1,it fair for those
1,whose conscience is only comfortable
1,is only comfortable following government
1,allowed its time
1,only comfortable following government guidance
1,now allowed its
1,is now allowed
1,this is now
1,scotland this is
1,in scotland this
1,do likewise
1,england to
1,for england
1,time for
1,its time
1,allowed its
1,now allowed
1,is now
1,scotland this
1,in scotland
1,cafes financial
1,a potential
1,to give restaurants and cafes
1,a potential second wave
1,prior to a potential
1,stability prior to a
1,financial stability prior to
1,cafes financial stability prior
1,and cafes financial stability
1,restaurants and cafes financial
1,give restaurants and cafes
1,to give restaurants and
1,september to give restaurants
1,to september to give
1,scheme to september to
1,out scheme to september
1,help out scheme to
1,to help out scheme
1,out to help out
1,to a potential second
1,potential second wave of
1,the eat out to
1,second wave of covid
1,september to give restaurants and
1,to september to give restaurants
1,scheme to september to give
1,out scheme to september to
1,help out scheme to september
1,to help out scheme to
1,out to help out scheme
1,eat out to help out
1,the eat out to help
1,extend the eat out to
1,causing local national lockdowns
1,19 causing local national
1,covid 19 causing local
1,of covid 19 causing
1,wave of covid 19
1,eat out to help
1,extend the eat out
1,potential second
1,september to give
1,scheme to september
1,out scheme to
1,help out scheme
1,to help out
1,out to help
1,eat out to
1,the eat out
1,extend the eat
1,national lockdowns
1,local national
1,causing local
1,19 causing
1,of covid
1,wave of
1,second wave
1,to september to
1,to give restaurants
1,local national lockdowns
1,give restaurants and
1,causing local national
1,19 causing local
1,covid 19 causing
1,of covid 19
1,wave of covid
1,second wave of
1,potential second wave
1,a potential second
1,to a potential
1,prior to a
1,stability prior to
1,financial stability prior
1,cafes financial stability
1,and cafes financial
1,restaurants and cafes
1,for the safe use
1,the safe use of
1,safe use of places
1,worship is essential to what
1,believe corporate worship is essential
1,we believe corporate worship is
1,we do as believers
1,what we do as
1,to what we do
1,essential to what we
1,is essential to what
1,worship is essential to
1,corporate worship is essential
1,believe corporate worship is
1,we believe corporate worship
1,do as believers
1,we do as
1,what we do
1,to what we
1,corporate worship is essential to
1,is essential to what we
1,is essential to
1,essential to what we do
1,and school
1,students and
1,all students
1,so that
1,december so
1,9 december
1,from 9
1,learning from
1,online learning
1,to online
1,move to
1,should move
1,schools should
1,what we do as believers
1,to what we do as
1,essential to what
1,worship is essential
1,staff have
1,government should review
1,review this
1,should review
1,can participate in religious activities
1,worship can participate in religious
1,of worship can participate in
1,places of worship can participate
1,attending places of worship can
1,people attending places of worship
1,how people attending places of
1,limits how people attending places
1,and limits how people attending
1,unfair and limits how people
1,is unfair and limits how
1,this is unfair and limits
1,participate in religious activities
1,this guidance
1,should review this
1,corporate worship is
1,review this guidance
1,believe corporate worship
1,we believe corporate
1,as believers
1,do as
1,we do
1,what we
1,to what
1,essential to
1,is essential
1,believe corporate
1,government should review this guidance
1,the government should review this
1,should review this guidance
1,government should review this
1,the government should review
1,school staff
1,have a
1,use of places of
1,and school staff have
1,all students and school
1,that all students and
1,so that all students
1,december so that all
1,9 december so that
1,from 9 december so
1,learning from 9 december
1,online learning from 9
1,to online learning from
1,move to online learning
1,should move to online
1,schools should move to
1,meet older relatives
1,safely meet older
1,can safely meet
1,students and school staff
1,school staff have a
1,and then can
1,staff have a chance
1,move to online learning from
1,should move to online learning
1,schools should move to online
1,safely meet older relatives
1,can safely meet older
1,then can safely meet
1,and then can safely
1,weeks and then can
1,two weeks and then
1,for two weeks and
1,isolate for two weeks
1,to isolate for two
1,chance to isolate for
1,a chance to isolate
1,have a chance to
1,guests activities and
1,weeks and then
1,a chance
1,online learning from
1,move to online
1,should move to
1,schools should move
1,older relatives
1,meet older
1,safely meet
1,can safely
1,then can
1,and then
1,weeks and
1,two weeks
1,for two
1,isolate for
1,to isolate
1,chance to
1,to online learning
1,learning from 9
1,two weeks and
1,from 9 december
1,for two weeks
1,isolate for two
1,to isolate for
1,chance to isolate
1,a chance to
1,have a chance
1,staff have a
1,school staff have
1,and school staff
1,students and school
1,all students and
1,that all students
1,so that all
1,december so that
1,9 december so
1,can participate in religious
1,worship can participate in
1,of worship can participate
1,as sporting
1,other activities
1,some other
1,for some
1,than for
1,stricter than
1,much stricter
1,is much
1,in places
1,activities in
1,permitted activities
1,on permitted
1,the guidance
1,singing at places of worship
1,congregational singing at places of
1,and congregational singing at places
1,activities such
1,sporting events
1,corporate worship and congregational singing
1,details the guidance
1,other activities such
1,some other activities
1,for some other
1,than for some
1,stricter than for
1,much stricter than
1,is much stricter
1,worship is much
1,of worship is
1,in places of
1,activities in places
1,permitted activities in
1,on permitted activities
1,guidance on permitted
1,the guidance on
1,worship and congregational singing at
1,allow corporate worship and congregational
1,places of worship can
1,government should change its guidance
1,at places of worship
1,singing at places of
1,congregational singing at places
1,and congregational singing at
1,worship and congregational singing
1,corporate worship and congregational
1,allow corporate worship and
1,to allow corporate worship
1,pandemic to allow corporate
1,the pandemic to allow
1,during the pandemic to
1,worship during the pandemic
1,of worship during the
1,places of worship during
1,of places of worship
1,the government should change its
1,should change its guidance on
1,to allow corporate worship and
1,change its guidance on guidance
1,pandemic to allow corporate worship
1,the pandemic to allow corporate
1,during the pandemic to allow
1,worship during the pandemic to
1,of worship during the pandemic
1,places of worship during the
1,of places of worship during
1,use of places of worship
1,safe use of places of
1,the safe use of places
1,for the safe use of
1,guidance for the safe use
1,on guidance for the safe
1,guidance on guidance for the
1,its guidance on guidance for
1,activities such as
1,such as sporting
1,as sporting events
1,and limits how
1,is unfair and
1,this is unfair
1,religious activities
1,in religious
1,participate in
1,can participate
1,worship can
1,attending places
1,people attending
1,how people
1,limits how
1,and limits
1,unfair and
1,is unfair
1,activities such as sporting events
1,unfair and limits
1,limits how people
1,additional details the guidance
1,how people attending
1,attending places of worship
1,people attending places of
1,how people attending places
1,limits how people attending
1,and limits how people
1,unfair and limits how
1,is unfair and limits
1,this is unfair and
1,in religious activities
1,participate in religious
1,can participate in
1,worship can participate
1,of worship can
1,attending places of
1,people attending places
1,other activities such as sporting
1,some other activities such as
1,for some other activities such
1,than for some other activities
1,for some other activities
1,than for some other
1,stricter than for some
1,much stricter than for
1,is much stricter than
1,worship is much stricter
1,of worship is much
1,places of worship is
1,in places of worship
1,activities in places of
1,permitted activities in places
1,on permitted activities in
1,guidance on permitted activities
1,the guidance on permitted
1,details the guidance on
1,some other activities such
1,other activities such as
1,activities such as sporting
1,in places of worship is
1,stricter than for some other
1,much stricter than for some
1,is much stricter than for
1,worship is much stricter than
1,of worship is much stricter
1,places of worship is much
1,activities in places of worship
1,such as sporting events
1,permitted activities in places of
1,on permitted activities in places
1,guidance on permitted activities in
1,the guidance on permitted activities
1,details the guidance on permitted
1,additional details the guidance on
1,on guests activities
1,british basketball
1,activities and time
1,has now
1,down and
1,us down
1,shut us
1,initially shut
1,government initially
1,during the covid 19 pandemic
1,intervention during the covid 19
1,government intervention during the covid
1,the government intervention during the
1,to the government intervention during
1,due to the government intervention
1,assistance due to the government
1,financial assistance due to the
1,requires financial assistance due to
1,sector requires financial assistance due
1,and has
1,now imposed
1,the wedding sector requires financial
1,imposed restrictions
1,from businesses
1,refunds from
1,demanding refunds
1,and demanding
1,cancelling and
1,worse cancelling
1,or worse
1,postponing or
1,either postponing
1,are either
1,couples are
1,meant couples
1,has meant
1,which has
1,restrictions which
1,wedding sector requires financial assistance
1,the covid 19 pandemic
1,by time limit off
1,to the government
1,financial assistance due
1,requires financial assistance
1,sector requires financial
1,wedding sector requires
1,19 pandemic
1,the covid
1,intervention during
1,government intervention
1,assistance due
1,financial assistance
1,requires financial
1,sector requires
1,for future social interactions community
1,house for future social interactions
1,public house for future social
1,assistance due to
1,the government intervention
1,during the covid 19
1,government intervention during
1,intervention during the covid
1,government intervention during the
1,the government intervention during
1,to the government intervention
1,due to the government
1,assistance due to the
1,financial assistance due to
1,requires financial assistance due
1,sector requires financial assistance
1,wedding sector requires financial
1,the wedding sector requires
1,covid 19 pandemic
1,the covid 19
1,during the covid
1,intervention during the
1,businesses that
1,that additional
1,details are
1,shut us down and
1,government initially shut us
1,the government initially shut
1,earning in 2020
1,been earning in
1,not been earning
1,have not been
1,and have not
1,business and have
1,for business and
1,open for business
1,fully open for
1,not fully open
1,are not fully
1,details are not
1,additional details are
1,initially shut us down
1,us down and has
1,not fully
1,down and has now
1,cancelling and demanding refunds
1,worse cancelling and demanding
1,or worse cancelling and
1,postponing or worse cancelling
1,either postponing or worse
1,are either postponing or
1,couples are either postponing
1,meant couples are either
1,has meant couples are
1,which has meant couples
1,restrictions which has meant
1,imposed restrictions which has
1,now imposed restrictions which
1,has now imposed restrictions
1,and has now imposed
1,that additional details
1,businesses that additional
1,from businesses that
1,refunds from businesses
1,us down and
1,shut us down
1,initially shut us
1,government initially shut
1,the government initially
1,in 2020
1,earning in
1,been earning
1,not been
1,have not
1,and have
1,business and
1,for business
1,open for
1,fully open
1,down and has
1,and has now
1,has now imposed
1,either postponing or
1,demanding refunds from
1,and demanding refunds
1,cancelling and demanding
1,worse cancelling and
1,or worse cancelling
1,postponing or worse
1,are either postponing
1,now imposed restrictions
1,couples are either
1,meant couples are
1,has meant couples
1,which has meant
1,restrictions which has
1,imposed restrictions which
1,the public house for future
1,of the public house for
1,survival of the public house
1,leaver in england has a
1,every care leaver in england
1,ensure every care leaver in
1,leavers ensure every care leaver
1,care leavers ensure every care
1,for care leavers ensure every
1,internet for care leavers ensure
1,and internet for care leavers
1,devices and internet for care
1,digital devices and internet for
1,provides digital devices and internet
1,that provides digital devices and
1,scheme that provides digital devices
1,government scheme that provides digital
1,the government scheme that provides
1,of the government scheme that
1,care leaver in england has
1,in england has a digital
1,that all local offers for
1,england has a digital device
1,independently recommend that all local
1,live independently recommend that all
1,first live independently recommend that
1,they first live independently recommend
1,when they first live independently
1,months when they first live
1,12 months when they first
1,least 12 months when they
1,at least 12 months when
1,for at least 12 months
1,access for at least 12
1,internet access for at least
1,and internet access for at
1,device and internet access for
1,has a digital device and
1,uptake of the government scheme
1,improve uptake of the government
1,and improve uptake of the
1,extend and improve uptake of
1,maintained and the hospitality
1,is maintained and the
1,order is maintained and
1,public order is maintained
1,maintained public order is
1,are maintained public order
1,revenues are maintained public
1,vat revenues are maintained
1,ensure vat revenues are
1,to ensure vat revenues
1,supermarkets to ensure vat
1,from supermarkets to ensure
1,sales from supermarkets to
1,off sales from supermarkets
1,limit off sales from
1,and the hospitality sector
1,the hospitality sector survives
1,additional details call to ensure
1,connected we are calling on
1,to extend and improve uptake
1,government to extend and improve
1,on government to extend and
1,calling on government to extend
1,are calling on government to
1,we are calling on government
1,digitally connected we are calling
1,details call to ensure care
1,are digitally connected we are
1,leavers are digitally connected we
1,care leavers are digitally connected
1,ensure care leavers are digitally
1,to ensure care leavers are
1,call to ensure care leavers
1,recommend that all local offers
1,all local offers for care
1,parity survival of the public
1,the public house
1,survival of the
1,parity survival of
1,details parity survival
1,additional details parity
1,interactions community
1,social interactions
1,future social
1,for future
1,house for
1,public house
1,the public
1,survival of
1,parity survival
1,details parity
1,and the hospitality sector survives
1,of the public
1,public house for
1,local offers for care leavers
1,house for future
1,details parity survival of the
1,additional details parity survival of
1,future social interactions community
1,for future social interactions
1,house for future social
1,public house for future
1,the public house for
1,of the public house
1,survival of the public
1,parity survival of the
1,details parity survival of
1,additional details parity survival
1,social interactions community
1,future social interactions
1,for future social
1,maintained and the hospitality sector
1,is maintained and the hospitality
1,order is maintained and the
1,public order is maintained and
1,in public houses are now
1,sales in public houses are
1,alcohol sales in public houses
1,access alcohol sales in public
1,internet access alcohol sales in
1,and internet access alcohol sales
1,device and internet access alcohol
1,to a digital device and
1,right to a digital device
1,the right to a digital
1,include the right to a
1,leavers include the right to
1,care leavers include the right
1,for care leavers include the
1,offers for care leavers include
1,public houses are now restricted
1,houses are now restricted by
1,are now restricted by time
1,supermarkets to ensure vat revenues
1,maintained public order is maintained
1,are maintained public order is
1,revenues are maintained public order
1,vat revenues are maintained public
1,ensure vat revenues are maintained
1,to ensure vat revenues are
1,from supermarkets to ensure vat
1,now restricted by time limit
1,sales from supermarkets to ensure
1,off sales from supermarkets to
1,limit off sales from supermarkets
1,time limit off sales from
1,by time limit off sales
1,restricted by time limit off
1,and demanding refunds from
1,demanding refunds from businesses
1,refunds from businesses that
1,the cma does not
1,especially as the cma
1,refunds especially as the
1,with refunds especially as
1,assist with refunds especially
1,to assist with refunds
1,compensation to assist with
1,2 compensation to assist
1,continue 2 compensation to
1,restrictions continue 2 compensation
1,if restrictions continue 2
1,2021 if restrictions continue
1,and 2021 if restrictions
1,2020 and 2021 if
1,for 2020 and 2021
1,profit for 2020 and
1,as the cma does
1,cma does not truly
1,provide services in the
1,does not truly understand
1,companies that provide services
1,all companies that provide
1,but all companies that
1,venues but all companies
1,to venues but all
1,limited to venues but
1,not limited to venues
1,is not limited to
1,this is not limited
1,sector this is not
1,wedding sector this is
1,the wedding sector this
1,understand the wedding sector
1,truly understand the wedding
1,not truly understand the
1,gross profit for 2020
1,of gross profit for
1,loss of gross profit
1,for loss of gross
1,bloggers to videographers
