Frequency,Phrase
1,long term sustainability
1,food shelter and well being
1,for food shelter and well
1,on for food shelter and
1,the long
1,the long term
1,help the long
1,must encourage
1,that and help
1,culling is inhumane and
1,superhighway will foster
1,bee superhighway will
1,is inhumane and should
1,the bee superhighway
1,network the bee
1,this network the
1,encourage it
1,we must
1,inhumane and should be
1,and we
1,and help the
1,livelihood and
1,wildlife livelihood
1,and wildlife
1,of food
1,sustainability of
1,term sustainability
1,long term
1,rely on for food shelter
1,is inhumane and should be
1,term sustainability of
1,shelter and well being
1,this method of culling
1,be banned immediately
1,essential component of the habitats
1,an essential component of the
1,are an essential component of
1,should be banned
1,importance of
1,and should be
1,pollinators are an essential component
1,livelihood and we
1,and support
1,and we must
1,food shelter and well
1,for food shelter and
1,on for food shelter
1,we must encourage
1,rely on for food
1,inhumane and should
1,animals rely on for
1,of creating
1,the importance
1,promote and
1,sustainability of food
1,inhumane and should be banned
1,method of culling is
1,animals rely on for food
1,many animals rely on for
1,and many animals rely on
1,of food production
1,production and wildlife
1,we and many animals rely
1,that we and many animals
1,ecosystem that we and many
1,and should be banned immediately
1,wildlife livelihood and
1,we want
1,and ecosystem that we and
1,to highlight
1,habitats and ecosystem that we
1,the habitats and ecosystem that
1,of the habitats and ecosystem
1,and wildlife livelihood
1,component of the habitats and
1,highlight promote
1,the importance of creating
1,by county and
1,beneficial to plants and pollinators
1,a super highway
1,third of
1,a third
1,details a
1,network of habitats for pollinators
1,a network of habitats for
1,highway for pollinators
1,building a network of habitats
1,thus building a network of
1,region thus building a network
1,by region thus building a
1,region by region thus building
1,for pollinators that
1,and region by region thus
1,pollinators that connects
1,county and region by region
1,by county and region by
1,that connects landscapes
1,connects landscapes ward
1,landscapes ward by
1,county by county and region
1,borough county by county and
1,by borough county by county
1,borough by borough county by
1,super highway for
1,of british
1,by ward borough by borough
1,british wild
1,additional details a
1,by ward
1,ward borough
1,borough by
1,by borough
1,borough county
1,county by
1,in decline
1,are in
1,by county
1,county and
1,and region
1,region by
1,by region
1,region thus
1,thus building
1,building a
1,a network
1,bees and
1,network of
1,of habitats
1,wild bees
1,habitats for
1,ward borough by borough county
1,ward by ward borough by
1,details a third
1,ward borough by borough
1,by ward borough by
1,ward by ward borough
1,landscapes ward by ward
1,by borough county
1,connects landscapes ward by
1,that connects landscapes ward
1,pollinators that connects landscapes
1,for pollinators that connects
1,highway for pollinators that
1,super highway for pollinators
1,a super highway for
1,habitats for pollinators
1,of habitats for
1,borough county by
1,network of habitats
1,a network of
1,building a network
1,county by county
1,thus building a
1,region thus building
1,by region thus
1,region by region
1,and region by
1,borough by borough
1,borough by borough county
1,landscapes ward by ward borough
1,ward borough by
1,connects landscapes ward by ward
1,ward by ward
1,that connects landscapes ward by
1,pollinators that connects landscapes ward
1,for pollinators that connects landscapes
1,highway for pollinators that connects
1,super highway for pollinators that
1,a super highway for pollinators
1,of habitats for pollinators
1,network of habitats for
1,a network of habitats
1,building a network of
1,thus building a network
1,region thus building a
1,by region thus building
1,region by region thus
1,and region by region
1,county and region by
1,by county and region
1,county by county and
1,borough county by county
1,by borough county by
1,by ward borough
1,ward by
1,landscapes ward
1,mutually beneficial to plants and
1,of creating pollinator networks
1,creating pollinator networks nationwide
1,current trends continue some species
1,if current trends continue some
1,lost from britain indefinitely
1,be lost from britain
1,will be lost from
1,species will be lost
1,some species will be
1,continue some species will
1,trends continue some species
1,current trends continue some
1,if current trends continue
1,from britain indefinitely
1,lost from britain
1,be lost from
1,we want the government to
1,will be lost
1,want the government to highlight
1,species will be
1,some species will
1,continue some species
1,trends continue some
1,current trends continue
1,trends continue some species will
1,importance of creating pollinator
1,britain indefinitely
1,continue some species will be
1,is mutually beneficial to plants
1,pollination is mutually beneficial to
1,to plants and pollinators
1,beneficial to plants and
1,mutually beneficial to plants
1,is mutually beneficial to
1,pollination is mutually beneficial
1,plants and pollinators
1,to plants and
1,county and region
1,mutually beneficial to
1,is mutually beneficial
1,pollination is mutually
1,plants and
1,to plants
1,beneficial to
1,mutually beneficial
1,is mutually
1,pollination is
1,be lost from britain indefinitely
1,will be lost from britain
1,species will be lost from
1,some species will be lost
1,if current trends
1,the government to highlight promote
1,a third of
1,a third of british wild
1,additional details a third of
1,pollinators are in decline
1,and pollinators are in
1,bees and pollinators are
1,wild bees and pollinators
1,highway for
1,british wild bees and
1,of british wild bees
1,pollinators that
1,that connects
1,third of british wild
1,a third of british
1,details a third of
1,additional details a third
1,are in decline
1,pollinators are in
1,and pollinators are
1,bees and pollinators
1,wild bees and
1,british wild bees
1,of british wild
1,connects landscapes
1,third of british
1,details a third of british
1,third of british wild bees
1,government to highlight promote and
1,of british wild bees and
1,to highlight promote and support
1,from britain
1,lost from
1,be lost
1,highlight promote and support the
1,promote and support the importance
1,and support the importance of
1,support the importance of creating
1,the importance of creating pollinator
1,importance of creating pollinator networks
1,of creating pollinator networks nationwide
1,species will
1,some species
1,continue some
1,a super
1,trends continue
1,current trends
1,super highway
1,if current
1,and pollinators are in decline
1,bees and pollinators are in
1,wild bees and pollinators are
1,british wild bees and pollinators
1,beneficial to plants
1,as our
1,long term sustainability of
1,2010 mar 2019 there were
1,our roads
1,on our
1,killed on
1,were killed
1,riders were
1,43 riders
1,and 43
1,315 horses
1,were 3 737 incidents reported
1,there were 3 737 incidents
1,2019 there were 3 737
1,mar 2019 there were 3
1,nov 2010 mar 2019 there
1,during this
1,that nov 2010 mar 2019
1,show that nov 2010 mar
1,figures show that nov 2010
1,society figures show that nov
1,horse society figures show that
1,british horse society figures show
1,the british horse society figures
1,3 737 incidents reported
1,were 3 737 incidents
1,there were 3 737
1,2019 there were 3
1,mar 2019 there were
1,roads during
1,this time
1,nov 2010 mar 2019
1,43 riders were killed
1,were killed on our roads
1,riders were killed on our
1,43 riders were killed on
1,and 43 riders were killed
1,horses and 43 riders were
1,315 horses and 43 riders
1,roads during this time
1,our roads during this
1,on our roads during
1,killed on our roads
1,were killed on our
1,riders were killed on
1,and 43 riders were
1,315 horses and
1,horses and 43 riders
1,315 horses and 43
1,during this time
1,roads during this
1,our roads during
1,on our roads
1,killed on our
1,were killed on
1,riders were killed
1,43 riders were
1,and 43 riders
1,horses and 43
1,2010 mar 2019 there
1,that nov 2010 mar
1,on our roads during this
1,and its horses and riders
1,show that
1,figures show
1,society figures
1,horse society
1,british horse
1,the price with their lives
1,pay the price with their
1,who pay the price with
1,riders who pay the price
1,and riders who pay the
1,horses and riders who pay
1,its horses and riders who
1,relaxing and its horses and
1,nov 2010
1,not relaxing and its horses
1,dangerous not relaxing and its
1,its dangerous not relaxing and
1,price with their lives
1,the price with their
1,pay the price with
1,who pay the price
1,riders who pay the
1,and riders who pay
1,horses and riders who
1,its horses and riders
1,and its horses and
1,that nov
1,2010 mar
1,show that nov 2010
1,nov 2010 mar
1,figures show that nov
1,society figures show that
1,horse society figures show
1,british horse society figures
1,the british horse society
1,737 incidents reported
1,3 737 incidents
1,were 3 737
1,there were 3
1,2019 there were
1,mar 2019 there
1,2010 mar 2019
1,that nov 2010
1,mar 2019
1,show that nov
1,figures show that
1,society figures show
1,horse society figures
1,british horse society
1,the british horse
1,incidents reported
1,737 incidents
1,3 737
1,were 3
1,there were
1,2019 there
1,killed on our roads during
1,our roads during this time
1,not relaxing and its
1,have become shortcuts
1,the funds or
1,have the funds
1,not have the
1,do not have
1,riders do not
1,most riders do
1,and most riders
1,commuters and most
1,busy commuters and
1,for busy commuters
1,shortcuts for busy
1,become shortcuts for
1,lanes have become
1,or access to
1,country lanes have
1,quiet country lanes
1,the quiet country
1,but the quiet
1,bridlepaths but the
1,fantastic bridlepaths but
1,some fantastic bridlepaths
1,are some fantastic
1,there are some
1,private grounds
1,or private
1,forests or
1,funds or access
1,access to transport
1,horses to
1,but the quiet country
1,most riders do not
1,and most riders do
1,commuters and most riders
1,busy commuters and most
1,for busy commuters and
1,shortcuts for busy commuters
1,become shortcuts for busy
1,have become shortcuts for
1,lanes have become shortcuts
1,country lanes have become
1,quiet country lanes have
1,the quiet country lanes
1,bridlepaths but the quiet
1,to transport to
1,fantastic bridlepaths but the
1,some fantastic bridlepaths but
1,are some fantastic bridlepaths
1,there are some fantastic
1,or private grounds
1,forests or private
1,to forests or
1,horses to forests
1,their horses to
1,take their horses
1,to take their
1,transport to take
1,to forests
1,their horses
1,but if
1,out there is
1,if riders want to ride
1,but if riders want to
1,there is little choice
1,out there is little
1,ride out there is
1,to ride out there
1,want to ride out
1,riders want to ride
1,if riders want to
1,but if riders want
1,is little choice
1,there is little
1,ride out there
1,want to ride out there
1,to ride out
1,want to ride
1,riders want to
1,if riders want
1,but if riders
1,little choice
1,is little
1,out there
1,ride out
1,to ride
1,riders want
1,if riders
1,riders want to ride out
1,to ride out there is
1,take their
1,busy commuters
1,to take
1,transport to
1,to transport
1,or access
1,funds or
1,the funds
1,have the
1,not have
1,riders do
1,most riders
1,and most
1,commuters and
1,for busy
1,ride out there is little
1,shortcuts for
1,become shortcuts
1,have become
1,lanes have
1,country lanes
1,quiet country
1,the quiet
1,but the
1,bridlepaths but
1,fantastic bridlepaths
1,some fantastic
1,out there is little choice
1,relaxing and its horses
1,dangerous not relaxing and
1,term sustainability of food
1,routes by upgrading
1,seasonal permissive routes
1,through seasonal permissive
1,or through seasonal
1,permanently or through
1,either permanently or
1,links either permanently
1,create links either
1,to create links
1,footpaths to create
1,appropriate footpaths to
1,upgrading appropriate footpaths
1,by upgrading appropriate
1,bridleway routes by
1,routes and ensuring
1,improve bridleway routes
1,to improve bridleway
1,councils to improve
1,local councils to
1,fund local councils
1,to fund local
1,government to fund
1,am calling on
1,i am calling
1,of culling is
1,access has
1,where access
1,permissive routes and
1,and ensuring there
1,current bridlepaths
1,government to fund local
1,footpaths to create links
1,appropriate footpaths to create
1,upgrading appropriate footpaths to
1,by upgrading appropriate footpaths
1,routes by upgrading appropriate
1,bridleway routes by upgrading
1,improve bridleway routes by
1,to improve bridleway routes
1,councils to improve bridleway
1,local councils to improve
1,fund local councils to
1,to fund local councils
1,the government to fund
1,ensuring there is
1,am calling on the
1,i am calling on
1,has been lost
1,access has been
1,where access has
1,bridlepaths where access
1,current bridlepaths where
1,to current bridlepaths
1,access to current
1,safe access to
1,is safe access
1,there is safe
1,bridlepaths where
1,to current
1,create links either permanently
1,superhighway will foster that and
1,production and wildlife livelihood and
1,food production and wildlife livelihood
1,of food production and wildlife
1,sustainability of food production and
1,term sustainability of food production
1,long term sustainability of food
1,the long term sustainability of
1,help the long term sustainability
1,and help the long term
1,that and help the long
1,foster that and help the
1,will foster that and help
1,bee superhighway will foster that
1,wildlife livelihood and we must
1,the bee superhighway will foster
1,network the bee superhighway will
1,this network the bee superhighway
1,we must encourage it
1,and we must encourage
1,livelihood and we must
1,wildlife livelihood and we
1,and wildlife livelihood and
1,production and wildlife livelihood
1,food production and wildlife
1,of food production and
1,sustainability of food production
1,and wildlife livelihood and we
1,livelihood and we must encourage
1,safe access
1,to create
1,is safe
1,ensuring there
1,and ensuring
1,routes and
1,permissive routes
1,seasonal permissive
1,through seasonal
1,or through
1,permanently or
1,either permanently
1,links either
1,create links
1,footpaths to
1,and we must encourage it
1,appropriate footpaths
1,upgrading appropriate
1,by upgrading
1,routes by
1,bridleway routes
1,improve bridleway
1,councils to
1,local councils
1,fund local
1,to fund
1,am calling
1,i am
1,to create links either
1,links either permanently or
1,its dangerous not relaxing
1,no one wants horses on
1,drivers not riders not
1,not drivers not riders
1,riders not horses
1,not riders not
1,drivers not riders
1,not drivers not
1,not horses
1,riders not
1,not riders
1,drivers not
1,not drivers
1,one wants horses on roads
1,details no one wants horses
1,not drivers not riders not
1,additional details no one wants
1,wants horses on roads
1,one wants horses on
1,no one wants horses
1,details no one wants
1,additional details no one
1,horses on roads
1,wants horses on
1,one wants horses
1,no one wants
1,details no one
1,additional details no
1,not riders not horses
1,drivers not riders not horses
1,horses on
1,dangerous not relaxing
1,with their lives
1,price with their
1,the price with
1,pay the price
1,who pay the
1,riders who pay
1,and riders who
1,horses and riders
1,its horses and
1,and its horses
1,relaxing and its
1,not relaxing and
1,its dangerous not
1,its dangerous
1,with their
1,price with
1,the price
1,pay the
1,who pay
1,riders who
1,and riders
1,its horses
1,and its
1,relaxing and
1,not relaxing
1,dangerous not
1,on roads
1,wants horses
1,either permanently or through
1,current bridlepaths where access
1,councils to improve bridleway routes
1,local councils to improve bridleway
1,fund local councils to improve
1,to fund local councils to
1,government to fund local councils
1,the government to fund local
1,on the government to fund
1,am calling on the government
1,i am calling on the
1,access has been lost
1,where access has been
1,bridlepaths where access has
1,to current bridlepaths where
1,improve bridleway routes by upgrading
1,access to current bridlepaths
1,safe access to current
1,is safe access to
1,there is safe access
1,ensuring there is safe
1,and ensuring there is
1,routes and ensuring there
1,permissive routes and ensuring
1,seasonal permissive routes and
1,through seasonal permissive routes
1,or through seasonal permissive
1,permanently or through seasonal
1,to improve bridleway routes by
1,bridleway routes by upgrading appropriate
1,one wants
1,routes and ensuring there is
1,no one
1,details no
1,where access has been lost
1,bridlepaths where access has been
1,current bridlepaths where access has
1,to current bridlepaths where access
1,access to current bridlepaths where
1,safe access to current bridlepaths
1,is safe access to current
1,there is safe access to
1,ensuring there is safe access
1,and ensuring there is safe
1,permissive routes and ensuring there
1,routes by upgrading appropriate footpaths
1,seasonal permissive routes and ensuring
1,through seasonal permissive routes and
1,or through seasonal permissive routes
1,permanently or through seasonal permissive
1,either permanently or through seasonal
1,links either permanently or through
1,create links either permanently or
1,to create links either permanently
1,footpaths to create links either
1,appropriate footpaths to create links
1,upgrading appropriate footpaths to create
1,by upgrading appropriate footpaths to
1,been lost
1,has never met the
1,method of culling
1,theyre inadvertently
1,the cruelty around
1,of the cruelty
1,awareness of the
1,raise awareness of
1,illegal raise awareness
1,imports illegal raise
1,make imports illegal
1,to make imports
1,time to make
1,painful practice
1,this painful
1,promoting this
1,inadvertently promoting
1,as theyre
1,around cropped dogs
1,media as
1,social media
1,and social
1,advertising and
1,in advertising
1,dogs in
1,use cropped
1,that use
1,individuals that
1,companies individuals
1,support companies
1,to support
1,not to
1,cruelty around cropped
1,cropped dogs and
1,raise awareness of the
1,advertising and social
1,imports illegal raise awareness
1,make imports illegal raise
1,to make imports illegal
1,time to make imports
1,its time to make
1,this painful practice
1,promoting this painful
1,inadvertently promoting this
1,theyre inadvertently promoting
1,as theyre inadvertently
1,media as theyre
1,social media as
1,and social media
1,in advertising and
1,dogs and advise
1,dogs in advertising
1,cropped dogs in
1,use cropped dogs
1,that use cropped
1,individuals that use
1,companies individuals that
1,support companies individuals
1,to support companies
1,not to support
1,public not to
1,the public not
1,advise the public
1,and advise the
1,public not
1,advise the
1,and advise
1,companies that specifically
1,are companies that specifically
1,there are companies that
1,fuelling cruelty abroad
1,owners fuelling cruelty
1,uk owners fuelling
1,for uk owners
1,ears for uk
1,cropped ears for
1,with cropped ears
1,dogs with cropped
1,import dogs with
1,specifically import dogs
1,that specifically import
1,are companies that
1,around cropped
1,there are companies
1,cruelty abroad
1,fuelling cruelty
1,owners fuelling
1,uk owners
1,for uk
1,ears for
1,cropped ears
1,with cropped
1,import dogs
1,specifically import
1,that specifically
1,companies that
1,companies that specifically import
1,that specifically import dogs
1,specifically import dogs with
1,import dogs with cropped
1,cruelty around
1,the cruelty
1,awareness of
1,raise awareness
1,illegal raise
1,imports illegal
1,make imports
1,to make
1,uk owners fuelling cruelty abroad
1,for uk owners fuelling cruelty
1,ears for uk owners fuelling
1,cropped ears for uk owners
1,with cropped ears for uk
1,dogs with cropped ears for
1,import dogs with cropped ears
1,specifically import dogs with cropped
1,that specifically import dogs with
1,companies that specifically import dogs
1,are companies that specifically import
1,there are companies that specifically
1,owners fuelling cruelty abroad
1,uk owners fuelling cruelty
1,for uk owners fuelling
1,ears for uk owners
1,cropped ears for uk
1,with cropped ears for
1,dogs with cropped ears
1,illegal raise awareness of
1,awareness of the cruelty
1,this method of
1,whales or
1,tickets to all
1,selling tickets to
1,from selling tickets
1,companies from selling
1,travel companies from
1,uk travel companies
1,ban uk travel
1,should ban uk
1,government should ban
1,those solely
1,excluding those
1,porpoises excluding
1,or porpoises
1,dolphins whales
1,all international attractions
1,captive dolphins
1,holding captive
1,attractions holding
1,international attractions
1,all international
1,to all
1,tickets to
1,selling tickets
1,from selling
1,companies from
1,travel companies
1,uk travel
1,ban uk
1,to all international
1,international attractions holding
1,of the cruelty around
1,companies from selling tickets
1,porpoises excluding those solely
1,or porpoises excluding those
1,whales or porpoises excluding
1,dolphins whales or porpoises
1,captive dolphins whales or
1,holding captive dolphins whales
1,attractions holding captive dolphins
1,international attractions holding captive
1,all international attractions holding
1,to all international attractions
1,tickets to all international
1,selling tickets to all
1,from selling tickets to
1,travel companies from selling
1,attractions holding captive
1,uk travel companies from
1,ban uk travel companies
1,should ban uk travel
1,government should ban uk
1,the government should ban
1,those solely for
1,excluding those solely
1,porpoises excluding those
1,or porpoises excluding
1,whales or porpoises
1,dolphins whales or
1,captive dolphins whales
1,holding captive dolphins
1,should ban
1,inadvertently promoting this painful practice
1,theyre inadvertently promoting this painful
1,that use cropped dogs
1,its time to make imports
1,promoting this painful practice
1,inadvertently promoting this painful
1,theyre inadvertently promoting this
1,as theyre inadvertently promoting
1,media as theyre inadvertently
1,social media as theyre
1,and social media as
1,advertising and social media
1,in advertising and social
1,dogs in advertising and
1,cropped dogs in advertising
1,use cropped dogs in
1,individuals that use cropped
1,as theyre inadvertently promoting this
1,companies individuals that use
1,support companies individuals that
1,to support companies individuals
1,not to support companies
1,public not to support
1,the public not to
1,advise the public not
1,and advise the public
1,dogs and advise the
1,cropped dogs and advise
1,around cropped dogs and
1,cruelty around cropped dogs
1,the cruelty around cropped
1,time to make imports illegal
1,to make imports illegal raise
1,make imports illegal raise awareness
1,imports illegal raise awareness of
1,media as theyre inadvertently promoting
1,social media as theyre inadvertently
1,and social media as theyre
1,advertising and social media as
1,in advertising and social media
1,dogs in advertising and social
1,cropped dogs in advertising and
1,use cropped dogs in advertising
1,that use cropped dogs in
1,individuals that use cropped dogs
1,companies individuals that use cropped
1,support companies individuals that use
1,to support companies individuals that
1,not to support companies individuals
1,public not to support companies
1,the public not to support
1,advise the public not to
1,and advise the public not
1,dogs and advise the public
1,cropped dogs and advise the
1,around cropped dogs and advise
1,cruelty around cropped dogs and
1,the cruelty around cropped dogs
1,of the cruelty around cropped
1,awareness of the cruelty around
1,raise awareness of the cruelty
1,illegal raise awareness of the
1,are companies
1,be possible under trade rules
1,could be possible under trade
1,england since 1899
1,the inhumane procedure of
1,undergoing the inhumane procedure
1,after undergoing the inhumane
1,imported after undergoing the
1,dogs imported after undergoing
1,in dogs imported after
1,rise in dogs imported
1,alarming rise in dogs
1,an alarming rise in
1,be an alarming rise
1,to be an alarming
1,appears to be an
1,there appears to be
1,in england since
1,procedure of having their
1,outlawed in england
1,procedure outlawed in
1,a procedure outlawed
1,encouraging a procedure
1,and encouraging a
1,‘look and encouraging
1,certain ‘look and
1,a certain ‘look
1,for a certain
1,desire for a
1,the desire for
1,fulfilling the desire
1,mutilated fulfilling the
1,inhumane procedure of having
1,of having their ears
1,ban could be possible under
1,outlawed in england since
1,undergoing the inhumane procedure of
1,after undergoing the inhumane procedure
1,imported after undergoing the inhumane
1,dogs imported after undergoing the
1,in dogs imported after undergoing
1,rise in dogs imported after
1,alarming rise in dogs imported
1,an alarming rise in dogs
1,be an alarming rise in
1,to be an alarming rise
1,appears to be an alarming
1,there appears to be an
1,in england since 1899
1,procedure outlawed in england
1,having their ears mutilated
1,a procedure outlawed in
1,encouraging a procedure outlawed
1,and encouraging a procedure
1,‘look and encouraging a
1,certain ‘look and encouraging
1,a certain ‘look and
1,for a certain ‘look
1,desire for a certain
1,the desire for a
1,fulfilling the desire for
1,mutilated fulfilling the desire
1,ears mutilated fulfilling the
1,their ears mutilated fulfilling
1,ears mutilated fulfilling
1,their ears mutilated
1,having their ears
1,be an
1,their ears
1,having their
1,procedure of
1,inhumane procedure
1,the inhumane
1,undergoing the
1,after undergoing
1,imported after
1,dogs imported
1,in dogs
1,rise in
1,alarming rise
1,an alarming
1,appears to
1,of having their
1,there appears
1,are substitutes to bear bile
1,there are substitutes to bear
1,that there are substitutes to
1,shown that there are substitutes
1,has shown that there are
1,research has shown that there
1,and research has shown that
1,farming and research has shown
1,bile farming and research has
1,bear bile farming and research
1,of bear bile farming and
1,practice of bear bile farming
1,ears mutilated
1,mutilated fulfilling
1,fulfilling the
1,the desire
1,procedure of having
1,inhumane procedure of
1,the inhumane procedure
1,undergoing the inhumane
1,after undergoing the
1,imported after undergoing
1,dogs imported after
1,in dogs imported
1,rise in dogs
1,alarming rise in
1,an alarming rise
1,be an alarming
1,to be an
1,appears to be
1,there appears to
1,since 1899
1,england since
1,outlawed in
1,procedure outlawed
1,a procedure
1,encouraging a
1,and encouraging
1,‘look and
1,certain ‘look
1,a certain
1,for a
1,desire for
1,the inhumane procedure of having
1,inhumane procedure of having their
1,procedure of having their ears
1,is illegal in the
1,dogs ears is illegal in
1,a dogs ears is illegal
1,cropping a dogs ears is
1,details cropping a dogs ears
1,additional details cropping a dogs
1,appear to be rising
1,numbers appear to be
1,the numbers appear to
1,yet the numbers appear
1,uk yet the numbers
1,the uk yet the
1,in the uk yet
1,illegal in the uk
1,ears is illegal in
1,ears is illegal
1,dogs ears is illegal
1,a dogs ears is
1,cropping a dogs ears
1,details cropping a dogs
1,additional details cropping a
1,to be rising
1,appear to be
1,numbers appear to
1,the numbers appear
1,yet the numbers
1,uk yet the
1,the uk yet
1,illegal in the
1,ears is illegal in the
1,is illegal in the uk
1,illegal in the uk yet
1,in the uk yet the
1,import ban could be possible
1,an import ban could be
1,possible under trade rules
1,be possible under trade
1,could be possible under
1,ban could be possible
1,import ban could be
1,an import ban could
1,under trade rules
1,possible under trade
1,be possible under
1,could be possible
1,ban could be
1,import ban could
1,an import ban
1,trade rules
1,under trade
1,possible under
1,be possible
1,ban could
1,import ban
1,an import
1,numbers appear to be rising
1,the numbers appear to be
1,yet the numbers appear to
1,uk yet the numbers appear
1,the uk yet the numbers
1,is illegal in
1,dogs ears is
1,of having their ears mutilated
1,procedure outlawed in england since
1,121 year old
1,this 121 year
1,close this 121
1,to close this
1,time to close
1,legal loophole
1,old legal
1,year old
1,121 year
1,this 121
1,close this
1,to close
1,outlawed in england since 1899
1,a procedure outlawed in england
1,a dogs ears
1,encouraging a procedure outlawed in
1,and encouraging a procedure outlawed
1,‘look and encouraging a procedure
1,certain ‘look and encouraging a
1,a certain ‘look and encouraging
1,for a certain ‘look and
1,desire for a certain ‘look
1,the desire for a certain
1,fulfilling the desire for a
1,mutilated fulfilling the desire for
