Frequency,Phrase
1,driving tests it is
1,take driving tests it
1,to the pandemic to have
1,due to the pandemic to
1,test due to the pandemic
1,a test due to the
1,book a test due to
1,to book a test due
1,unable to book a test
1,been unable to book a
1,have been unable to book
1,who have been unable to
1,learners who have been unable
1,on learners who have been
1,unfair on learners who have
1,is unfair on learners who
1,it is unfair on learners
1,the pandemic to have to
1,pandemic to have to wait
1,to have to wait a
1,be have access to booking
1,backlog of
1,ever growing
1,the ever
1,tackle the
1,to tackle
1,have access to booking one
1,to be have access to
1,have to wait a significantly
1,time to be have access
1,long time to be have
1,significantly long time to be
1,a significantly long time to
1,wait a significantly long time
1,to wait a significantly long
1,details it is unfair on
1,additional details it is unfair
1,access to booking one
1,is unfair on learners
1,been unable to book
1,have been unable to
1,who have been unable
1,learners who have been
1,on learners who have
1,unfair on learners who
1,it is unfair on
1,book a test due
1,details it is unfair
1,additional details it is
1,to booking one
1,access to booking
1,have access to
1,be have access
1,unable to book a
1,a test due to
1,have access to booking
1,wait a significantly long
1,be have access to
1,to be have access
1,time to be have
1,long time to be
1,significantly long time to
1,a significantly long time
1,to wait a significantly
1,test due to the
1,have to wait a
1,to have to wait
1,pandemic to have to
1,the pandemic to have
1,to the pandemic to
1,due to the pandemic
1,of candidates
1,candidates waiting
1,waiting to
1,test centres to
1,post examiners back
1,and post examiners
1,capacity and post
1,full capacity and
1,to full capacity
1,centres to full
1,all test centres
1,back to the
1,open all test
1,immediately open all
1,dvsa immediately open
1,the dvsa immediately
1,that the dvsa
1,vital that the
1,examiners back to
1,to the test
1,it is vital
1,to other centres
1,to take driving tests
1,waiting to take driving
1,candidates waiting to take
1,of candidates waiting to
1,backlog of candidates waiting
1,growing backlog of candidates
1,ever growing backlog of
1,the test centres
1,the ever growing backlog
1,tackle the ever growing
1,to tackle the ever
1,that need them
1,centres that need
1,test centres that
1,is vital that
1,tests it is
1,to take
1,immediately open
1,capacity and
1,full capacity
1,to full
1,centres to
1,all test
1,open all
1,dvsa immediately
1,post examiners
1,that the
1,vital that
1,is vital
1,tests it
1,driving tests
1,take driving
1,and post
1,examiners back
1,driving tests it
1,growing backlog of
1,take driving tests
1,to take driving
1,waiting to take
1,candidates waiting to
1,of candidates waiting
1,backlog of candidates
1,ever growing backlog
1,back to
1,the ever growing
1,tackle the ever
1,to tackle the
1,need them
1,that need
1,centres that
1,examiners to other
1,many miles from
1,other centres many
1,centres who are dealing
1,service call centres who
1,customer service call centres
1,the customer service call
1,on the customer service
1,strain on the customer
1,putting strain on the
1,also putting strain on
1,is also putting strain
1,it is also putting
1,3 hours long
1,to 3 hours
1,up to 3
1,of up to
1,queues of up
1,daily queues of
1,call centres who are
1,who are dealing with
1,dealing with daily
1,are dealing with daily
1,customer service call centres who
1,the customer service call centres
1,on the customer service call
1,strain on the customer service
1,putting strain on the customer
1,also putting strain on the
1,is also putting strain on
1,it is also putting strain
1,to 3 hours long
1,up to 3 hours
1,of up to 3
1,queues of up to
1,daily queues of up
1,with daily queues of
1,dealing with daily queues
1,with daily queues
1,are dealing with
1,000 people when it reopened
1,daily queues
1,dealing with
1,are dealing
1,who are
1,centres who
1,call centres
1,service call
1,customer service
1,the customer
1,on the
1,strain on
1,putting strain
1,also putting
1,is also
1,it reopened on 26th aug
1,when it reopened on 26th
1,with daily
1,queues of
1,who are dealing
1,of up
1,centres who are
1,call centres who
1,service call centres
1,customer service call
1,the customer service
1,on the customer
1,strain on the
1,putting strain on
1,also putting strain
1,is also putting
1,it is also
1,hours long
1,3 hours
1,to 3
1,up to
1,service call centres who are
1,call centres who are dealing
1,centres who are dealing with
1,had their test on
1,candidates have had their
1,some candidates have had
1,and some candidates have
1,work and some candidates
1,for work and some
1,independence for work and
1,driving independence for work
1,their driving independence for
1,need their driving independence
1,people need their driving
1,many people need their
1,hold since march
1,on hold since
1,test on hold
1,their test on
1,have had their test
1,their test on hold
1,who are dealing with daily
1,test on hold since
1,their test on hold since
1,had their test on hold
1,have had their test on
1,candidates have had their test
1,some candidates have had their
1,and some candidates have had
1,work and some candidates have
1,for work and some candidates
1,independence for work and some
1,driving independence for work and
1,their driving independence for work
1,need their driving independence for
1,people need their driving independence
1,many people need their driving
1,on hold since march
1,had their test
1,have had their
1,candidates have had
1,some candidates have
1,and some
1,work and
1,for work
1,independence for
1,driving independence
1,need their
1,people need
1,many people
1,up to 3 hours long
1,of up to 3 hours
1,queues of up to 3
1,daily queues of up to
1,with daily queues of up
1,dealing with daily queues of
1,are dealing with daily queues
1,some candidates
1,candidates have
1,have had
1,need their driving
1,and some candidates
1,work and some
1,for work and
1,independence for work
1,driving independence for
1,their driving independence
1,people need their
1,had their
1,many people need
1,since march
1,hold since
1,on hold
1,test on
1,their test
1,people when it reopened on
1,100 000 people when it
1,centres many miles
1,of many local test centres
1,the capacity of many local
1,reducing the capacity of many
1,dvsa reducing the capacity of
1,the dvsa reducing the capacity
1,to the dvsa reducing the
1,due to the dvsa reducing
1,mostly due to the dvsa
1,is mostly due to the
1,backlog is mostly due to
1,growing backlog is mostly due
1,the growing backlog is mostly
1,details the growing backlog is
1,additional details the growing backlog
1,and learned to drive
1,live and learned to
1,capacity of many local test
1,many local test centres and
1,where candidates live and
1,local test centres and posting
1,the booking
1,live and learned to drive
1,candidates live and learned to
1,where candidates live and learned
1,from where candidates live and
1,miles from where candidates live
1,many miles from where candidates
1,centres many miles from where
1,other centres many miles from
1,to other centres many miles
1,examiners to other centres many
1,posting examiners to other centres
1,and posting examiners to other
1,centres and posting examiners to
1,test centres and posting examiners
1,candidates live and learned
1,from where candidates live
1,over 100 000 people when
1,to the dvsa reducing
1,mostly due to the
1,is mostly due to
1,backlog is mostly due
1,growing backlog is mostly
1,the growing backlog is
1,details the growing backlog
1,additional details the growing
1,learned to drive
1,and learned to
1,live and learned
1,candidates live and
1,where candidates live
1,from where candidates
1,miles from where
1,time to be
1,due to the dvsa
1,the dvsa reducing the
1,miles from where candidates
1,dvsa reducing the capacity
1,many miles from where
1,centres many miles from
1,other centres many miles
1,to other centres many
1,examiners to other centres
1,posting examiners to other
1,and posting examiners to
1,centres and posting examiners
1,test centres and posting
1,local test centres and
1,many local test centres
1,of many local test
1,capacity of many local
1,the capacity of many
1,reducing the capacity of
1,booking system
1,system crashed
1,crashed on
1,000 people when it
1,over 100 000 people
1,of over 100 000
1,queue of over 100
1,a queue of over
1,was a queue of
1,there was a queue
1,and there was a
1,aug and there was
1,21st aug and there
1,on 21st aug and
1,crashed on 21st aug
1,system crashed on 21st
1,booking system crashed on
1,the booking system crashed
1,on 26th aug
1,100 000 people when
1,people when it reopened
1,on 21st
1,when it reopened on
1,of over 100 000 people
1,queue of over 100 000
1,a queue of over 100
1,was a queue of over
1,there was a queue of
1,and there was a queue
1,aug and there was a
1,21st aug and there was
1,on 21st aug and there
1,crashed on 21st aug and
1,system crashed on 21st aug
1,booking system crashed on 21st
1,the booking system crashed on
1,reopened on 26th aug
1,it reopened on 26th
1,reopened on 26th
1,it reopened on
1,when it reopened
1,people when it
1,reopened on
1,it reopened
1,when it
1,people when
1,000 people
1,100 000
1,over 100
1,of over
1,queue of
1,a queue
1,was a
1,there was
1,and there
1,aug and
1,21st aug
1,on 26th
1,26th aug
1,the booking system
1,was a queue
1,000 people when
1,100 000 people
1,over 100 000
1,of over 100
1,queue of over
1,a queue of
1,there was a
1,booking system crashed
1,and there was
1,aug and there
1,21st aug and
1,on 21st aug
1,crashed on 21st
1,system crashed on
1,to be have
1,to the pandemic
1,long time to
1,rights of
1,freedom and
1,the freedom
1,fights for
1,it fights
1,against all forms of oppression
1,stands against all forms of
1,government stands against all forms
1,uk government stands against all
1,all forms of oppression
1,against all forms of
1,stands against all forms
1,government stands against all
1,uk government stands against
1,forms of oppression
1,all forms of
1,and rights
1,of every
1,significantly long time
1,every citizen
1,rights of every citizen
1,and rights of every
1,freedom and rights of
1,the freedom and rights
1,for the freedom and
1,fights for the freedom
1,it fights for the
1,of every citizen
1,rights of every
1,and rights of
1,freedom and rights
1,the freedom and
1,for the freedom
1,fights for the
1,it fights for
1,against all forms
1,stands against all
1,government stands against
1,uk government stands
1,i want this highlighted
1,can return home
1,uighurs can return
1,so uighurs can
1,immediately so uighurs
1,highlighted immediately so
1,this highlighted immediately
1,want this highlighted
1,i want this
1,return home
1,can return
1,uighurs can
1,so uighurs
1,immediately so
1,highlighted immediately
1,want this highlighted immediately
1,this highlighted immediately so
1,highlighted immediately so uighurs
1,so uighurs can return home
1,of oppression
1,forms of
1,all forms
1,against all
1,stands against
1,government stands
1,immediately so uighurs can return
1,immediately so uighurs can
1,highlighted immediately so uighurs can
1,this highlighted immediately so uighurs
1,want this highlighted immediately so
1,i want this highlighted immediately
1,uighurs can return home
1,so uighurs can return
1,it fights for the freedom
1,fights for the freedom and
1,for the freedom and rights
1,and uk recognises
1,uk recognises the strong
1,and uk recognises the
1,peace and uk recognises
1,for peace and uk
1,stands for peace and
1,islam stands for peace
1,diverse communities here
1,with diverse communities
1,have with diverse
1,muslims have with
1,uk muslims have
1,bond uk muslims
1,strong bond uk
1,the strong bond
1,recognises the strong
1,recognises the strong bond
1,the strong bond uk
1,strong bond uk muslims
1,peace and uk recognises the
1,bond uk muslims have with
1,strong bond uk muslims have
1,the strong bond uk muslims
1,recognises the strong bond uk
1,uk recognises the strong bond
1,and uk recognises the strong
1,for peace and uk recognises
1,bond uk muslims have
1,stands for peace and uk
1,islam stands for peace and
1,with diverse communities here
1,have with diverse communities
1,muslims have with diverse
1,uk muslims have with
1,uk recognises the
1,peace and uk
1,the freedom and rights of
1,for peace and
1,allows muslims to practice freely
1,it allows muslims to practice
1,muslims to practice freely
1,allows muslims to practice
1,it allows muslims to
1,to practice freely
1,muslims to practice
1,allows muslims to
1,it allows muslims
1,to practice
1,muslims to
1,allows muslims
1,it allows
1,and rights of every citizen
1,freedom and rights of every
1,islam stands
1,stands for
1,for peace
1,muslims have
1,stands for peace
1,islam stands for
1,communities here
1,diverse communities
1,with diverse
1,have with
1,uk muslims
1,peace and
1,bond uk
1,strong bond
1,the strong
1,recognises the
1,uk recognises
1,and uk
1,this highlighted
1,want this
1,i want
1,incarceration of uighur
1,and unicef to investigate
1,nations and unicef to
1,united nations and unicef
1,the united nations and
1,including the united nations
1,leaders including the united
1,world leaders including the
1,on world leaders including
1,pressure on world leaders
1,put pressure on world
1,sanctions on china
1,urge sanctions on
1,and urge sanctions
1,muslims and urge
1,uighur muslims and
1,unicef to investigate the
1,to investigate the mass
1,investigate the mass incarceration
1,put pressure on world leaders
1,the united nations and unicef
1,including the united nations and
1,leaders including the united nations
1,world leaders including the united
1,on world leaders including the
1,pressure on world leaders including
1,urge sanctions on china
1,the mass incarceration of
1,and urge sanctions on
1,muslims and urge sanctions
1,uighur muslims and urge
1,of uighur muslims and
1,incarceration of uighur muslims
1,mass incarceration of uighur
1,of uighur muslims
1,mass incarceration of
1,nations and unicef to investigate
1,the mass incarceration
1,of uighur
1,incarceration of
1,mass incarceration
1,the mass
1,investigate the
1,to investigate
1,unicef to
1,and unicef
1,nations and
1,united nations
1,the united
1,including the
1,leaders including
1,world leaders
1,on world
1,uighur muslims
1,and urge
1,urge sanctions
1,the united nations
1,investigate the mass
1,to investigate the
1,unicef to investigate
1,and unicef to
1,nations and unicef
1,united nations and
1,including the united
1,sanctions on
1,leaders including the
1,world leaders including
1,on world leaders
1,pressure on world
1,put pressure on
1,on china
1,united nations and unicef to
1,and unicef to investigate the
1,practice freely are being violated
1,muslims and practice
1,be muslims and practice
1,to be muslims and
1,rights to be muslims
1,their rights to be
1,laws their rights to
1,rights laws their rights
1,amnesty rights laws their
1,and amnesty rights laws
1,human and amnesty rights
1,under human and amnesty
1,details under human and
1,additional details under human
1,are being violated
1,freely are being
1,practice freely are
1,muslims and practice freely
1,and practice freely are
1,practice freely are being
1,laws their rights to be
1,and practice freely are being
1,muslims and practice freely are
1,be muslims and practice freely
1,to be muslims and practice
1,rights to be muslims and
1,their rights to be muslims
1,rights laws their rights to
1,freely are being violated
1,amnesty rights laws their rights
1,and amnesty rights laws their
1,human and amnesty rights laws
1,under human and amnesty rights
1,details under human and amnesty
1,additional details under human and
1,and practice freely
1,be muslims and
1,unicef to investigate the mass
1,to be muslims
1,rights laws
1,amnesty rights
1,and amnesty
1,human and
1,under human
1,details under
1,and urge sanctions on china
1,muslims and urge sanctions on
1,uighur muslims and urge sanctions
1,of uighur muslims and urge
1,incarceration of uighur muslims and
1,mass incarceration of uighur muslims
1,the mass incarceration of uighur
1,investigate the mass incarceration of
1,to investigate the mass incarceration
1,laws their
1,their rights
1,rights to
1,human and amnesty
1,rights to be
1,their rights to
1,laws their rights
1,rights laws their
1,amnesty rights laws
1,and amnesty rights
1,under human and
1,be muslims
1,details under human
1,additional details under
1,being violated
1,are being
1,freely are
1,and practice
1,uk muslims have with diverse
1,muslims have with diverse communities
1,have with diverse communities here
1,to drive due
1,passed if their driving
1,be passed if their
1,to be passed if
1,drivers to be passed
1,learner drivers to be
1,allow learner drivers to
1,learners to book
1,enable learners to
1,to enable learners
1,government to enable
1,the government to
1,of the government
1,failure of the
1,the failure of
1,to the failure
1,if their driving instructors
1,their driving instructors feels
1,driving instructors feels they
1,to the failure of
1,to enable learners to
1,government to enable learners
1,the government to enable
1,of the government to
1,failure of the government
1,the failure of the
1,due to the failure
1,instructors feels they are
1,drive due to the
1,to drive due to
1,safe to drive due
1,are safe to drive
1,they are safe to
1,feels they are safe
1,drive due to
1,safe to drive
1,learners to book a
1,are safe to
1,failure of
1,the failure
1,drive due
1,safe to
1,are safe
1,they are
1,feels they
1,instructors feels
1,driving instructors
1,if their
1,passed if
1,be passed
1,drivers to
1,learner drivers
1,allow learner
1,of the
1,the government
1,government to
1,passed if their
1,they are safe
1,feels they are
1,instructors feels they
1,driving instructors feels
1,their driving instructors
1,if their driving
1,be passed if
1,to enable
1,to be passed
1,drivers to be
1,learner drivers to
1,allow learner drivers
1,learners to
1,enable learners
1,enable learners to book
1,allow learner drivers to be
1,past they have united against
1,pandemic to
1,it is unfair
1,details it is
1,additional details it
1,booking one
1,to booking
1,access to
1,have access
1,be have
1,time to
1,long time
1,significantly long
1,a significantly
1,wait a
1,to wait
1,have to
1,is unfair on
1,unfair on learners
1,on learners who
1,the pandemic to
1,a significantly long
1,wait a significantly
1,to wait a
1,have to wait
1,to have to
1,pandemic to have
1,pressure on
1,learners who have
1,test due to
1,a test due
1,unable to book
1,been unable to
1,have been unable
1,who have been
1,to have
1,the pandemic
1,learner drivers to be passed
1,test due
1,due to the failure of
1,drive due to the failure
1,to drive due to the
1,safe to drive due to
1,are safe to drive due
1,they are safe to drive
1,feels they are safe to
1,instructors feels they are safe
1,driving instructors feels they are
1,their driving instructors feels they
1,if their driving instructors feels
1,passed if their driving instructors
1,be passed if their driving
1,to be passed if their
1,drivers to be passed if
1,to the failure of the
1,the failure of the government
1,failure of the government to
1,unfair on
1,unable to
1,been unable
1,have been
1,who have
1,learners who
1,on learners
1,is unfair
1,of the government to enable
1,details it
1,learners to book a test
1,enable learners to book a
1,to enable learners to book
1,government to enable learners to
1,the government to enable learners
1,they have united against oppression
1,the past they have united
1,we are
1,because in
1,campaign with great
1,matter campaign with
1,lives matter campaign
1,black lives matter
1,the black lives
1,for the black
1,up for the
1,stood up for
1,uk stood up
1,against oppression
1,united against
1,have united
1,they have
1,past they
1,the past
1,with great success
1,great success now
1,success now i
1,an end to
1,of uyghur muslims
1,indoctrination of uyghur
1,blatant indoctrination of
1,the blatant indoctrination
1,to the blatant
1,end to the
1,put an end
1,now i believe
1,truly put an
1,can truly put
1,government can truly
1,uk government can
1,believe uk government
1,i believe uk
1,in the
1,muslims because
1,muslims because in
1,uyghur muslims
1,lives matter
1,black lives
1,the black
1,up for
1,stood up
1,uk stood
1,we are grateful for this
1,are grateful for this
1,we are grateful for
1,grateful for this
1,are grateful for
1,we are grateful
1,for this
1,grateful for
1,are grateful
1,matter campaign
1,campaign with
1,with great
1,put an
1,of uyghur
1,indoctrination of
1,blatant indoctrination
1,the blatant
1,end to
1,an end
1,truly put
1,great success
1,can truly
1,government can
1,believe uk
1,i believe
1,now i
1,success now
1,uyghur muslims because
1,because in the
1,in the past they have
1,in the past they
1,success now i believe uk
1,great success now i believe
1,with great success now i
1,campaign with great success now
1,matter campaign with great success
1,lives matter campaign with great
1,black lives matter campaign with
1,the black lives matter campaign
1,for the black lives matter
1,up for the black lives
1,stood up for the black
1,uk stood up for the
1,have united against oppression
1,they have united against
1,past they have united
1,now i believe uk government
1,i believe uk government can
1,believe uk government can truly
1,the blatant indoctrination of uyghur
1,because in the past they
1,muslims because in the past
1,uyghur muslims because in the
1,of uyghur muslims because in
1,indoctrination of uyghur muslims because
1,blatant indoctrination of uyghur muslims
1,to the blatant indoctrination of
1,uk government can truly put
1,end to the blatant indoctrination
1,an end to the blatant
1,put an end to the
1,truly put an end to
1,can truly put an end
1,government can truly put an
1,the past they have
1,because in the past
1,in the past
1,muslims because in the
1,with great success now
1,campaign with great success
1,matter campaign with great
1,lives matter campaign with
1,black lives matter campaign
1,the black lives matter
1,for the black lives
1,up for the black
1,stood up for the
1,uk stood up for
1,united against oppression
1,have united against
1,they have united
1,past they have
1,the past they
1,great success now i
1,success now i believe
1,now i believe uk
1,end to the blatant
1,uyghur muslims because in
1,of uyghur muslims because
1,indoctrination of uyghur muslims
1,blatant indoctrination of uyghur
1,the blatant indoctrination of
1,to the blatant indoctrination
1,an end to the
1,i believe uk government
1,put an end to
1,truly put an end
1,can truly put an
1,government can truly put
1,uk government can truly
1,believe uk government can
1,test on hold since march
