Frequency,Phrase
2,have to pay more
2,order to cover the
2,generation and their descendants
2,our mum
2,safety is a
2,the freedom of the
2,as though
2,though they
2,unfair to
2,pandemic and
2,that has
2,these changes
2,is unfair to
2,that the government
2,the treasury
2,on this
2,which can
2,much more
2,and cost
2,feel as though
2,as though they
2,current government
2,government to put
2,5 000hl
2,of building safety
2,available to
2,many people have died
2,feel as
2,response to
2,how many people have
2,how many people have died
2,are now
2,those most vulnerable
2,2021 the
2,power to
2,to require
2,cannot afford to
2,those most
2,work for
2,to work for
2,from covid 19
2,to remove
2,it should
2,being able to
2,put in
2,cannot afford
2,rough sleepers
2,lets have
2,it is only
2,are unable to
2,those who
2,being able
2,to 2
2,can cause
2,to the pandemic
2,of the uk
2,local councils
2,freedom of the
2,the freedom of
2,hire and
2,and can
2,has led
2,have died
2,the guidance sent
2,guidance sent to
2,sent to local
2,to local councils
2,how many
2,led to
2,the majority
2,british citizenship
2,and give
2,the guidance sent to
2,guidance sent to local
2,sent to local councils
2,consensual adoption
2,are unable
2,to put
2,ban anti
2,of cases
2,sent to
2,invasive surveys
2,not have
2,2 100hl
2,small breweries
2,for an
2,no vote system
2,feel as though they
2,people have died
2,pay more
2,the landlord
2,how many people
2,the natural
2,national lockdown
2,ews1 form
2,re open
2,and other
2,of these
2,travel to
2,interference in the
2,claim the
2,guidance sent
2,the un
2,for example
2,building safety bill
2,made in
2,uk government should
2,the ability to
2,to contribute
2,continue to
2,uk citizens
2,of uk
2,the uk government should
2,members of
2,and will
2,must fulfil
2,the promises
2,promises made
2,want the
2,to help
2,scientific and medical
2,will enable
2,government must fulfil
2,promises made in
2,to enable
2,migrant domestic
2,domestic workers
2,ability to
2,the ability
2,that is
2,which are
2,capped at
2,be able to afford the
2,it can
2,and their descendants
2,afford the
2,state pension to match
2,pension to match the
2,self determination
2,attempting to
2,be reviewed
2,and should
2,the taxpayer
2,polygamous families
2,state pension to match the
2,with 2
2,details this
2,not recognised
2,responsibility for
2,of people who
2,failing to
2,to create
2,to amend
2,percent of
2,to afford the
2,failed to
2,able to afford the
2,additional details this
2,hold a referendum
2,leaseholders have
2,powers to
2,the state
2,and take
2,6 months
2,months and
2,housing market
2,a route to settlement
2,not and
2,law no
2,failure to
2,primary legislation
2,or by
2,absorb the
2,consultations and
2,no id no vote system
2,to fix
2,we feel
2,this can
2,british muslims
2,a route
2,return of
2,july 2020
2,no id
2,id no
2,six months
2,no vote
2,of india
2,vote system
2,id no vote system
2,no id no vote
2,no id no
2,id no vote
2,the law commission proposals
2,who can
2,those that
2,it would
2,route to
2,to settlement
2,is the
2,to scrutinise
2,and medical
2,scientific and
2,want the government
2,leasehold houses
2,ground rents
2,migrant domestic workers
2,to zero
2,and take the
2,pay for a
2,a route to
2,route to settlement
2,uk voters
2,the state pension
2,want the government to
2,tick box
2,law commission
2,commission proposals
2,a peoples
2,european union
2,the law commission
2,law commission proposals
2,crimes against the tamil
2,deaths that
2,whether we
2,generation and
2,detention of
2,rest of the
2,thousands of
2,does not include
2,to move
2,an independent
2,health and
2,as they
2,social media
2,their descendants
2,and tourism
2,the stamp duty
2,safety standards
2,in order
2,standards and
2,to cover
2,freeholders should
2,harassment and detention
2,and detention of
2,remedial order
2,of thousands of
2,business model
2,act remedial
2,nationality act
2,british nationality
2,looking to move
2,and detention
2,harassment and
2,looking to
2,rights to
2,generation and their
2,due to the covid19
2,to the covid19 pandemic
2,windrush generation and
2,cover the windrush
2,to cover the
2,of building
2,order to cover
2,remedial order to
2,act remedial order
2,nationality act remedial
2,british nationality act
2,at a time
2,the british nationality
2,pagan wedding ceremonies
2,due to the covid19 pandemic
2,we need a
2,health are
2,wedding ceremonies
2,pagan wedding
2,a time
2,the stamp
2,stamp duty
2,not include
2,to apply
2,need a
2,safety standards and
2,of covid
2,against the
2,of covid 19
2,match the
2,details a
2,whether we want
2,on whether we
2,minimum wage
2,possible for
2,urge the
2,was not
2,could lead to
2,additional details a
2,crimes against
2,additional details currently
2,to support
2,enough to
2,sri lanka
2,additional details i am
2,state pension to
2,pension to match
2,to match the
2,will destroy
2,to pay for
2,details i am
2,crimes against the
2,against the tamil
2,to spend
2,to match
2,pension to
2,raise the
2,call upon
2,support an
2,harassment and detention of
2,by covid
2,freeholders should also
2,and must
2,aims to
2,open to
2,in order to
2,call upon the government to
2,which could
2,could lead
2,upon the government to
2,on whether we want
2,call upon the government
2,is using
2,work in
2,government is using
2,upon the government
2,call upon the
2,the government is using
2,details currently
2,leaseholders are
2,that i
2,march 2021
2,upon the
2,of thousands
2,for them to
2,if the
2,we do not
2,am not
2,services to
2,of the current
2,is checking
2,married women and the
2,women and the over
2,national unity
2,believe the government
2,and the over 80s
2,of national
2,minister would
2,a reduction in
2,reduction in council
2,this could be
2,should take action
2,to go
2,the role of mayor
2,in council tax
2,role of mayor of
2,no deal
2,of mayor of london
2,how is
2,take action to
2,at the
2,in 2021
2,to covid 19
2,not alone
2,rule out
2,alone in
2,details i would like
2,reduction in
2,in council
2,uk hospitality
2,may be missing
2,that a
2,that we
2,the fathers
2,interests of
2,best interests
2,we do
2,older married women and the
2,ending the transition period
2,its records
2,take action
2,the transition period without
2,transition period without a
2,in this
2,to do so
2,additional details i would
2,include a
2,action to
2,older married women and
2,the travel industry
2,vat on
2,people paying
2,to establish
2,extending the
2,want a
2,married women and the over
2,on his
2,the transition period without a
2,ending the transition period without
2,colombia is today
2,childs birth
2,public inquiry
2,one person
2,a reduction in council tax
2,would like the
2,investment and
2,plenty of
2,azerbaijan and
2,the fathers name
2,change the
2,child to
2,a fair
2,birth certificate without
2,imposed by the
2,as the uk
2,by the government
2,some of
2,fathers name on
2,in scotland
2,of colombia
2,underpaid and
2,i dont
2,government should take action to
2,carers allowance
2,the government should take action
2,remove the
2,respond to
2,government should take action
2,like the
2,should take action to
2,of azerbaijan
2,decisions are
2,a public inquiry
2,for those
2,childs birth certificate
2,to vote
2,many small
2,the childs birth
2,on the childs
2,women and the over 80s
2,additional details i would like
2,london and
2,industry is
2,mayor of
2,of mayor
2,role of
2,we believe the government
2,the role
2,some of the
2,a reduction in council
2,reduction in council tax
2,a reduction
2,travel restrictions and
2,i want
2,married women
2,a dedicated minister
2,000 people
2,people are
2,role of mayor
2,the role of
2,light of
2,hospitality industry
2,be missing
2,period without a
2,may be
2,having to
2,the rest of the
2,on the childs birth certificate
2,of a
2,what the
2,older married
2,will have to pay more
2,not alone in
2,the russian
2,transition period without
2,am not alone
2,i am not alone
2,of mayor of
2,mayor of london
2,in the region
2,fully or
2,women and the
2,and the over
2,the over 80s
2,a general
2,opportunity to
2,a key
2,general election
2,evidence of
2,impossible to
2,uk jobs
2,covid 19 and brexit
2,over 80s
2,the childs birth certificate
2,on the childs birth
2,imposed by the government
2,a government of national unity
2,a general election
2,in light
2,social care
2,may have
2,of london and
2,to this
2,older married women
2,i am not
2,is today
2,not cover
2,of national unity
2,to do
2,restrictions and
2,details i would
2,the travel
2,and brexit
2,make the
2,a dedicated
2,name on
2,19 and brexit
2,ask the
2,imposed by
2,government should be
2,certificate without
2,into a
2,government of national unity
2,for any
2,of the country
2,vulnerable people
2,uk hospitality industry
2,a government of national
2,end with
2,when the
2,the eu
2,party politics
2,government of national
2,am not alone in
2,to take
2,of the nation
2,we cannot
2,travel restrictions
2,the role of mayor of
2,ending the transition
2,married women and
2,travel industry
2,ending the
2,and is
2,period without
2,dedicated minister
2,role of mayor of london
1,raise the uk state pension
1,match the uk
1,many industries are now able
1,the uk minimum
1,industry is being disproportionately affected
1,the uk state pension to
1,is being disproportionately affected by
1,not enough to live
1,uk state pension
1,enough to live on!
1,being disproportionately affected by travel
1,is not enough to
1,wage the uk
1,uk minimum wage
1,pension is not enough
1,now able to trade either
1,fully or partially the travel
1,able to trade either fully
1,either fully or partially the
1,to live on!
1,minimum wage the uk
1,uk minimum wage the
1,raise the uk state
1,the uk minimum wage
1,match the uk minimum
1,to match the uk
1,trade either fully or partially
1,the uk state pension
1,uk state pension to
1,to trade either fully or
1,or partially the travel industry
1,are now able to trade
1,enough to live
1,uk national pension
1,minimum wage the
1,national pension is not
1,uk national pension is
1,the uk national pension
1,travel industry is being disproportionately
1,the uk national
1,industries are now able to
1,partially the travel industry is
1,national pension is
1,pension is not
1,is not enough
1,not enough to
1,the travel industry is being
1,wage the uk national
1,in place to
1,aims to be nutral between
1,the uk state
1,a minister who can listen
1,and tenant
1,lets have an
1,have an australian
1,an australian style
1,required to
1,again required
1,australian style system
1,style system which
1,system which aims
1,once again
1,which aims to
1,be once
1,aims to be
1,to be nutral
1,be nutral between
1,nutral between landlord
1,employees will
1,skilled employees
1,those skilled
1,between landlord and
1,landlord and tenant
1,landlord and
1,to plan
1,have an australian style
1,between landlord
1,spent their lives
1,who are likely to care
1,are likely to care about
1,likely to care about getting
1,to care about getting a
1,care about getting a bad
1,about getting a bad credit
1,getting a bad credit rating
1,have spent their
1,have an
1,people have spent
1,on holiday
1,an australian
1,australian style
1,style system
1,nation on
1,system which
1,which aims
1,plan and
1,be nutral
1,nutral between
1,lets have an australian
1,an australian style system
1,raise the uk
1,working in
1,nutral between landlord and tenant
1,lives working
1,their lives
1,uk state
1,spent their
1,have spent
1,being imposed by the government
1,uk minimum
1,wage the
1,uk national
1,quarantines being imposed by the
1,national pension
1,pension is
1,and quarantines being imposed by
1,restrictions and quarantines being imposed
1,travel restrictions and quarantines being
1,by travel restrictions and quarantines
1,affected by travel restrictions and
1,not enough
1,disproportionately affected by travel restrictions
1,live on!
1,be nutral between landlord and
1,industry and
1,australian style system which
1,to be nutral between landlord
1,over those
1,style system which aims
1,system which aims to
1,which aims to be
1,aims to be nutral
1,to be nutral between
1,is over
1,be nutral between landlord
1,nutral between landlord and
1,between landlord and tenant
1,all this
1,lets have an australian style
1,have an australian style system
1,once all
1,an australian style system which
1,australian style system which aims
1,style system which aims to
1,system which aims to be
1,which aims to be nutral
1,uk state pension to match
1,and once
1,whilst many industries are now
1,could just
1,details whilst many industries are
1,per annum and
1,retirement and claim
1,and claim the
1,many industries are
1,claim the basic
1,the basic pension
1,basic pension it
1,pension it is
1,is only worth
1,whilst many industries
1,only worth approximately
1,worth approximately £6981
1,approximately £6981 per
1,£6981 per annum
1,details whilst many
1,we reach retirement
1,annum and by
1,and by the
1,additional details whilst
1,by the governments
1,the governments calculations
1,governments calculations the
1,calculations the minimum
1,the minimum a
1,minimum a person
1,a person needs
1,person needs to
1,needs to live
1,to live on
1,reach retirement and
1,when we reach
1,on is £16325
1,able to trade
1,badly invested and
1,invested and others
1,and others could
1,others could just
1,could just not
1,just not afford
1,not afford to
1,afford to pay
1,for a private
1,a private pension
1,private pension either
1,pension either way
1,either way the
1,way the majority
1,contributions when we
1,the majority have
1,majority have paid
1,have paid into
1,paid into the
1,into the state
1,now able to
1,are now able
1,state pension as
1,industries are now
1,pension as national
1,as national insurance
1,national insurance contributions
1,insurance contributions when
1,live on is
1,is £16325 which
1,stolen or badly
1,a private pension either
1,either fully
1,others could just not
1,trade either
1,could just not afford
1,just not afford to
1,to trade
1,now able
1,not afford to pay
1,afford to pay for
1,to pay for a
1,pay for a private
1,industries are
1,for a private pension
1,private pension either way
1,and others could just
1,pension either way the
1,either way the majority
1,way the majority have
1,the majority have paid
1,many industries
1,majority have paid into
1,have paid into the
1,paid into the state
1,into the state pension
1,the state pension as
1,state pension as national
1,whilst many
1,details whilst
1,or partially
1,partially the
1,£16325 which is
1,additional details some pensioners
1,which is the
1,being imposed
1,is the minimum
1,the minimum living
1,minimum living wage
1,living wage raise
1,wage raise the
1,raise the state
1,quarantines being
1,match the minimum
1,and quarantines
1,the minimum wage!
1,by travel
1,details some pensioners have
1,invested and others could
1,some pensioners have had
1,pensioners have had their
1,have had their private
1,disproportionately affected
1,had their private pensions
1,being disproportionately
1,their private pensions stolen
1,private pensions stolen or
1,pensions stolen or badly
1,stolen or badly invested
1,or badly invested and
1,badly invested and others
1,is being
1,or badly invested
1,pensions stolen or
1,pension to match the uk
1,travel industry is being
1,disproportionately affected by travel
1,and others
1,others could
1,being disproportionately affected by
1,lives working in
1,just not
1,not afford
1,is being disproportionately affected
1,industry is being disproportionately
1,a private
1,private pension
1,pension either
1,either way
1,way the
1,badly invested
1,majority have
1,the travel industry is
1,have paid
1,paid into
1,partially the travel industry
1,pension as
1,or partially the travel
1,as national
1,national insurance
1,fully or partially the
1,insurance contributions
1,contributions when
1,either fully or partially
1,invested and
1,or badly
1,trade either fully or
1,not enough to live on!
1,to match the uk minimum
1,match the uk minimum wage
1,additional details whilst many industries
1,the uk minimum wage the
1,uk minimum wage the uk
1,minimum wage the uk national
1,wage the uk national pension
1,the uk national pension is
1,uk national pension is not
1,national pension is not enough
1,being imposed by the
1,pension is not enough to
1,is not enough to live
1,quarantines being imposed by
1,stolen or
1,and quarantines being imposed
1,details some
1,some pensioners
1,pensioners have
1,have had
1,had their
1,their private
1,restrictions and quarantines being
1,travel restrictions and quarantines
1,by travel restrictions and
1,private pensions
1,affected by travel restrictions
1,pensions stolen
1,when we
1,to trade either fully
1,private pensions stolen
1,fully or partially
1,person needs
1,disproportionately affected by
1,being disproportionately affected
1,is being disproportionately
1,industry is being
1,travel industry is
1,partially the travel
1,needs to
1,live on
1,on is
1,is £16325
1,or partially the
1,£16325 which
1,minimum living
1,a person
1,living wage
1,either fully or
1,wage raise
1,trade either fully
1,minimum wage!
1,additional details some
1,details some pensioners
1,some pensioners have
1,pensioners have had
1,have had their
1,to trade either
1,had their private
1,their private pensions
1,affected by travel
1,minimum a
1,we reach
1,only worth
1,reach retirement
1,able to trade either
1,retirement and
1,and claim
1,now able to trade
1,are now able to
1,industries are now able
1,many industries are now
1,whilst many industries are
1,the basic
1,details whilst many industries
1,basic pension
1,pension it
1,worth approximately
1,by travel restrictions
1,approximately £6981
1,£6981 per
1,additional details whilst many
1,per annum
1,listen to concerns on taxation
1,annum and
1,and by
1,governments calculations
1,being imposed by
1,quarantines being imposed
1,and quarantines being
1,restrictions and quarantines
1,calculations the
1,their lives working
1,more it incentives landlords to
1,working in the
1,have that system here
1,restrictions remain in place imposed
1,days in arrears with rent
1,have that
1,that system
1,system here
1,whilst restrictions remain in place
1,lets have that
1,have that system
1,that system here
1,lets have that system
1,or make a recovery
1,fully or make a
1,trade fully or make
1,cannot trade fully or
1,being 14 days in arrears
1,we cannot trade fully
1,lets have that system here
1,system is
1,to landlords
1,details the current
1,government we cannot trade
1,current system is
1,system is unfair
1,the government we cannot
1,unfair to landlords
1,additional details the current
1,details the current system
1,the current system is
1,14 days in arrears with
1,for being 14 days in
1,system is unfair to
1,be evicted for being
1,evicted for being
1,for being 14
1,being 14 days
1,by the government we cannot
1,14 days in
1,days in arrears
1,in arrears with
1,arrears with rent
1,in australia tenants can
1,australia tenants can be
1,tenants can be evicted
1,can be evicted for
1,imposed by the government we
1,evicted for being 14
1,evicted for being 14 days
1,for being 14 days
1,being 14 days in
1,14 days in arrears
1,days in arrears with
1,in arrears with rent
1,in australia tenants can be
1,australia tenants can be evicted
1,tenants can be evicted for
1,place imposed by the government
1,can be evicted for being
1,in place imposed by the
1,remain in place imposed by
1,be evicted for being 14
1,current system is unfair
1,is unfair to landlords
1,a tenant doesnt pay rent
1,cannot trade fully
1,pay rent then
1,rent then it
1,then it can
1,it can take
1,can take a
1,take a year
1,a year for
1,year for landlord
1,for landlord to
1,trade fully or
1,landlord to regain
1,to regain procession
1,if a tenant doesnt
1,a tenant doesnt pay
1,tenant doesnt pay
1,we cannot trade
1,tenant doesnt pay rent
1,doesnt pay rent then
1,pay rent then it
1,rent then it can
1,then it can take
1,it can take a
1,can take a year
1,take a year for
1,government we cannot
1,year for landlord to
1,for landlord to regain
1,landlord to regain procession
1,doesnt pay rent
1,a tenant doesnt
1,additional details the current system
1,in place imposed by
1,details the current system is
1,the current system is unfair
1,current system is unfair to
1,system is unfair to landlords
1,if a
1,by the government we
1,place imposed by the
1,a tenant
1,tenant doesnt
1,doesnt pay
1,pay rent
1,rent then
1,then it
1,can take
1,if a tenant
1,take a
1,remain in place imposed
1,a year
1,year for
1,restrictions remain in place
1,for landlord
1,whilst restrictions remain in
1,landlord to
1,make a recovery
1,or make a
1,fully or make
1,to regain
1,regain procession
1,be evicted for
1,can be evicted
1,tenants can be
1,and steal your weeks
1,and steal your weeks groceries
1,supermarket and steal your weeks
1,a supermarket and steal your
1,into a supermarket and steal
1,go into a supermarket and
1,cant go into a supermarket
1,shop keepers large and small
1,you cant go into a
1,not paying
1,steal your weeks groceries
1,paying rent
1,rent is
1,is also
1,supermarket and steal your
1,to protect shop keepers large
1,a supermarket and steal
1,into a supermarket and
1,go into a supermarket
1,cant go into a
1,you cant go into
1,also theft
1,theft with
1,your weeks groceries
1,can listen to concerns on
1,steal your weeks
1,landlord being
1,and steal your
1,supermarket and steal
1,protect shop keepers large and
1,place to protect shop keepers
1,australia tenants can
1,place to protect shop
1,are laws in
1,there are laws
1,place to protect
1,to protect shop
1,protect shop keepers
1,shop keepers large
1,keepers large and
1,large and small
1,there are laws in
1,and small
1,are laws in place
1,laws in place to
1,in place to protect
1,to protect shop keepers
1,are laws
1,large and
1,protect shop keepers large
1,keepers large
1,shop keepers large and
1,keepers large and small
1,shop keepers
1,there are laws in place
1,are laws in place to
1,protect shop
1,place to
1,laws in place to protect
1,in place to protect shop
1,laws in
1,being the
1,a supermarket and
1,the victim
1,australia tenants
1,not paying rent is also
1,paying rent is also theft
1,you cant
1,fully or make a recovery
1,rent is also theft with
1,is also theft with the
1,also theft with the landlord
1,trade fully or make a
1,theft with the landlord being
1,cannot trade fully or make
1,with the landlord being the
1,the landlord being the victim
1,in australia
1,we cannot trade fully or
1,into a supermarket
1,tenants can
1,be evicted
1,government we cannot trade fully
1,the government we cannot trade
1,evicted for
1,for being
1,being 14
1,14 days
1,days in
1,in arrears
1,arrears with
1,with rent
1,in australia tenants
1,landlord being the victim
1,the landlord being the
1,cant go
1,with the landlord being
1,go into a
1,cant go into
1,not paying rent
1,you cant go
1,weeks groceries
1,paying rent is
1,rent is also
1,is also theft
1,also theft with
1,theft with the
1,your weeks
1,who can listen to concerns
1,steal your
1,with the landlord
1,the landlord being
1,landlord being the
1,being the victim
1,and steal
1,supermarket and
1,a supermarket
1,not paying rent is
1,paying rent is also
1,rent is also theft
1,is also theft with
1,also theft with the
1,go into
1,theft with the landlord
1,if a tenant doesnt pay
1,tenant doesnt pay rent then
1,in the industry
1,to care about
1,their properties to
1,properties to tenants
1,to tenants with
1,tenants with higher
1,with higher than
1,higher than average
1,than average income
1,average income who
1,income who are
1,and once all this
1,who are likely
1,are likely to
1,likely to care
1,care about getting
1,only rent their
1,about getting a
1,getting a bad
1,a bad credit
1,bad credit rating
1,further more it incentives
1,more it incentives landlords
1,it incentives landlords to
1,incentives landlords to only
1,industry and once all
1,landlords to only rent
1,to only rent their
1,only rent their properties
1,rent their properties to
1,rent their properties
1,to only rent
1,properties to tenants with
1,be once again required
1,care about
1,about getting
1,getting a
1,a bad
1,bad credit
1,the nation on holiday
1,take the nation on
1,and take the nation
1,plan and take the
1,to plan and take
1,required to plan and
1,again required to plan
1,once again required to
1,will be once again
1,landlords to only
1,employees will be once
1,skilled employees will be
1,those skilled employees will
1,over those skilled employees
1,is over those skilled
1,this is over those
1,all this is over
1,once all this is
1,credit rating
1,further more it
1,more it incentives
1,it incentives landlords
1,incentives landlords to
1,their properties to tenants
1,the industry and once
1,doesnt pay rent then it
1,be once again
1,take the nation
1,plan and take
1,to plan and
1,required to plan
1,their properties to tenants with
1,properties to tenants with higher
1,to tenants with higher than
1,tenants with higher than average
1,with higher than average income
1,higher than average income who
1,again required to
1,once again required
1,than average income who are
1,will be once
1,only rent their properties to
1,employees will be
1,average income who are likely
1,income who are likely to
1,skilled employees will
1,those skilled employees
1,over those skilled
1,is over those
1,this is over
1,all this is
1,once all this
1,and once all
1,industry and once
1,the industry and
1,rent their properties to tenants
1,to only rent their properties
1,in the industry and
1,who are likely to
1,working in the industry
1,lives working in the
1,their lives working in
1,spent their lives working
1,have spent their lives
1,to tenants with higher
1,tenants with higher than
1,with higher than average
1,higher than average income
1,than average income who
1,people have spent their
1,average income who are
1,income who are likely
1,are likely to care
1,landlords to only rent their
1,likely to care about
1,to care about getting
1,care about getting a
1,about getting a bad
1,getting a bad credit
1,many people have spent
1,a bad credit rating
1,nation on holiday
1,further more it incentives landlords
1,laws in place
1,the nation on
1,it incentives landlords to only
1,incentives landlords to only rent
1,many people have spent their
1,people have spent their lives
1,to care
1,and take the nation on
1,has to pay
1,to pay mortgage
1,pay mortgage and
1,mortgage and other
1,and other costs
1,in that time the
1,cannot trade
1,government we
1,place imposed
1,remain in
1,restrictions remain
1,whilst restrictions
1,take the nation on holiday
1,plan and take the nation
1,or make
1,that time the landlord
1,time the landlord still
1,the landlord still has
1,landlord still has to
1,still has to pay
1,to plan and take the
1,required to plan and take
1,again required to plan and
1,once again required to plan
1,has to pay mortgage
1,be once again required to
1,to pay mortgage and
1,pay mortgage and other
1,trade fully
1,make a
1,have spent their lives working
1,for landlord to regain procession
1,the government we
1,place imposed by
1,in place imposed
1,pay rent then it can
1,rent then it can take
1,remain in place
1,then it can take a
1,it can take a year
1,can take a year for
1,take a year for landlord
1,restrictions remain in
1,a year for landlord to
1,year for landlord to regain
1,that time
1,still has to
1,time the
1,landlord still
1,whilst restrictions remain
1,still has
1,pay mortgage
1,mortgage and
1,a recovery
1,other costs
1,in that time
1,that time the
1,time the landlord
1,the landlord still
1,landlord still has
1,mortgage and other costs
1,in that time the landlord
1,that time the landlord still
1,spent their lives working in
1,this can ruin many
1,can ruin many small
1,ruin many small scale
1,many small scale landlords
1,this can ruin many small
1,can ruin many small scale
1,ruin many small scale landlords
1,further more
1,more it
1,it incentives
1,incentives landlords
1,landlords to
1,to only
1,only rent
1,time the landlord still has
1,rent their
1,their properties
1,properties to
1,to tenants
1,tenants with
1,with higher
1,higher than
1,than average
1,average income
1,income who
1,minister who can listen to
1,are likely
1,likely to
1,small scale landlords
1,many small scale
1,ruin many small
1,can ruin many
1,the landlord still has to
1,will be once again required
1,landlord still has to pay
1,employees will be once again
1,still has to pay mortgage
1,skilled employees will be once
1,those skilled employees will be
1,has to pay mortgage and
1,to pay mortgage and other
1,over those skilled employees will
1,pay mortgage and other costs
1,is over those skilled employees
1,this is over those skilled
1,can ruin
1,ruin many
1,small scale
1,scale landlords
1,all this is over those
1,this can ruin
1,once all this is over
1,and once all this is
1,industry and once all this
1,the industry and once all
1,in the industry and once
1,working in the industry and
1,lives working in the industry
1,their lives working in the
1,a year for landlord
1,advice that is
1,pension as national insurance
1,paused with potentially fatal consequences
1,livelihoods have been severely damaged
1,peoples livelihoods have been severely
1,but peoples livelihoods have been
1,consequences but peoples livelihoods have
1,fatal consequences but peoples livelihoods
1,potentially fatal consequences but peoples
1,with potentially fatal consequences but
1,been paused with potentially fatal
1,only have treatments for cancer
1,illnesses been paused with potentially
1,serious illnesses been paused with
1,other serious illnesses been paused
1,and other serious illnesses been
1,cancer and other serious illnesses
1,for cancer and other serious
1,treatments for cancer and other
1,have been severely damaged with
1,been severely damaged with the
1,severely damaged with the blanket
1,damaged with the blanket shutdown
1,furthermore the mental wellbeing
1,nation has suffered
1,the nation has
1,wellbeing of the
1,mental wellbeing of
1,the mental wellbeing
1,furthermore the mental
1,has suffered
1,nation has
1,wellbeing of
1,mental wellbeing
1,furthermore the
1,blanket shutdown of the economy
1,the blanket shutdown of the
1,with the blanket shutdown of
1,have treatments for cancer and
1,not only have treatments for
1,leading to further economic devastation
1,not only have treatments
1,other serious illnesses been
1,and other serious illnesses
